-7w9qsazt8o-00002-00000475-00000847 感想が一つありつつと
vzOLUfx4kpk-00265-00072537-00072842 おそらくブラクチンSO管の後はもう表裏
vzOLUfx4kpk-00266-00072843-00073238 の姫路に戻って奥さんとあと家族 と一緒に
vzOLUfx4kpk-00267-00073239-00073571 ひっそりと暮らしているですねおそらく20年
vzOLUfx4kpk-00268-00073572-00073787 ぐらい前になくなってると思います
vzOLUfx4kpk-00269-00073788-00074129 家族にも自分はねそういう事件の統一
vzOLUfx4kpk-00271-00074193-00074462 町本人だっていうことは話さずに
vzOLUfx4kpk-00272-00074463-00074709 ひっそりと余生を過ごしたというの
vzOLUfx4kpk-00273-00074710-00074979 おそらく真実だと思います僕も絶対
vzOLUfx4kpk-00274-00074980-00075204 そうだっていう確証はないんだけども
vzOLUfx4kpk-00275-00075205-00075506 その可能性が極めて高いと思いますね
vzOLUfx4kpk-00276-00075507-00075800 いうことで今日はブラクチメイソーカー全国
vzOLUfx4kpk-00277-00075801-00075975 部落調査とはどういうものだと
vzOLUfx4kpk-00278-00075976-00076341 いうことについて解説しました
wGID-0TvfoI-00001-00003834-00004019 グローブ店の動画
wGID-0TvfoI-00002-00004020-00004253 こんにちは!ヘクシュウムのコテンのウガです!
wGID-0TvfoI-00003-00004254-00004438 皆さんこういうことはないですか
wGID-0TvfoI-00004-00004439-00004697 自分は言われた通りに正しくやってるのに
wGID-0TvfoI-00005-00004698-00005045 先生から毎回注意されてしまうあります
wGID-0TvfoI-00006-00005046-00005386 僕も昔よくありました今日は
wGID-0TvfoI-00007-00005387-00005747 を初心者の人がよくある街
wGID-0TvfoI-00008-00005748-00007319 まずはこの短い動画見てください
wGID-0TvfoI-00011-00008170-00008435 いや可愛い
wGID-0TvfoI-00012-00008436-00008699 幼稚園かな小学生かな上手に切り替えた
wGID-0TvfoI-00013-00008700-00008896 じゃあここで皆さん
wGID-0TvfoI-00014-00008897-00009113 今の切り返しの動画を見て
wGID-0TvfoI-00015-00009114-00009431 ちょっと違和感を感じた人いませんか
wGID-0TvfoI-00016-00009432-00009509 人は足に
wGID-0TvfoI-00017-00009510-00009803 動かし方にありますそうなんです
wGID-0TvfoI-00019-00009888-00010060 たばかりの多く
wGID-0TvfoI-00020-00010061-00010306 初心者の人がこのことを女の子に
wGID-0TvfoI-00021-00010307-00010631 同じ足の間違った使い方をしてます
wGID-0TvfoI-00022-00010632-00010792 この子の足を
wGID-0TvfoI-00024-00010878-00011164 してあげたい今日もできるだけ わかりやすく
wGID-0TvfoI-00026-00011292-00011599 聞いてください
wGID-0TvfoI-00027-00011600-00011885 じゃあまずどこが間違えてたかというと
wGID-0TvfoI-00028-00011886-00012137 間違ってたことがあまり気にしてない
wGID-0TvfoI-00029-00012138-00012274 大丈夫ですよねみんな
wGID-0TvfoI-00030-00012275-00012449 間違ってるし僕も間違ってましたね
wGID-0TvfoI-00031-00012450-00012641 じゃあいきますね
wGID-0TvfoI-00032-00012642-00013037 こちらの繰り返しの前4歩、後ろ5歩の9歩。
wGID-0TvfoI-00033-00013038-00013151 これはね
wGID-0TvfoI-00034-00013152-00013565 びっくりできてましたよだけど最初と
wGID-0TvfoI-00035-00013566-00013775 最後に面打ちやるじゃないですか
wGID-0TvfoI-00036-00013776-00013925 これの
wGID-0TvfoI-00037-00013926-00014069 足が合ってる
wGID-0TvfoI-00040-00014663-00014969 このね切り返しの最初と真ん中と最後の
wGID-0TvfoI-00041-00014969-00015280 大きい銘打ちっていうのは剣道の初心者の人
wGID-0TvfoI-00042-00015281-00015449 がもう特にね
wGID-0TvfoI-00043-00015450-00015730 足を合わせるのが難しいと感じる
wGID-0TvfoI-00044-00015731-00015993 ところだと僕は思います
wGID-0TvfoI-00046-00016194-00016463 これね小さい子が一生懸命切り返しをやって
wGID-0TvfoI-00047-00016464-00016672 姿を見てお父さんお母さんおじいちゃんおばあちゃん
wGID-0TvfoI-00048-00016673-00016817 うわーすごい
wGID-0TvfoI-00049-00016818-00017080 頑張ってる上手にできてる可愛いね
wGID-0TvfoI-00050-00017081-00017267 上手にできてるねって言うんですけど
wGID-0TvfoI-00051-00017268-00017494 これはもちろんねお父さんお母さんおじいちゃんおばあちゃん
wGID-0TvfoI-00052-00017495-00017650 が言う分には何だもん
wGID-0TvfoI-00053-00017651-00017999 問題ないです全然問題ないですだけど
wGID-0TvfoI-00054-00018000-00018407 してる人大人たちっていうのはこの手と
wGID-0TvfoI-00055-00018408-00018599 足を合わせるっていうのをだけ
wGID-0TvfoI-00057-00018695-00018910 手にダメなんです
wGID-0TvfoI-00059-00019098-00019372 というのも、この間ある八段の先生に
wGID-0TvfoI-00060-00019373-00019583 ふうに指導されたんです
wGID-0TvfoI-00061-00019584-00019853 いいですかうがさんと
wGID-0TvfoI-00062-00019854-00019972 たちが
wGID-0TvfoI-00063-00019973-00020236 足をしてしまったり手と足が合わなくて
wGID-0TvfoI-00064-00020237-00020530 この悪い癖ねこの悪い癖っていう
wGID-0TvfoI-00065-00020531-00020639 子ども
wGID-0TvfoI-00066-00020640-00020963 たちは何にも悪くないんですとそれを全部
wGID-0TvfoI-00067-00020964-00021064 全部
wGID-0TvfoI-00068-00021065-00021508 我々指導者の責任なんですと一旦ねその手と足
wGID-0TvfoI-00069-00021509-00021814 足が合わないとか、つぎ足をしちゃうような
wGID-0TvfoI-00070-00021815-00022163 がついたとしたらその子が将来
wGID-0TvfoI-00071-00022164-00022408 そういう足の使い方してる
wGID-0TvfoI-00072-00022409-00022625 剣道として成立しなくなっちゃうんです
wGID-0TvfoI-00073-00022626-00022864 そのぐらい我々は
wGID-0TvfoI-00074-00022865-00023080 あるんです。だから絶対
wGID-0TvfoI-00075-00023081-00023411 一体その手と足が合わないとかね、次足を縛るとかね。
wGID-0TvfoI-00076-00023412-00023680 指導者が妥協しちゃダメなんです
wGID-0TvfoI-00077-00023681-00023939 何にも悪くないんですっていうこと
wGID-0TvfoI-00078-00023940-00024244 と言われましていや足されました
wGID-0TvfoI-00079-00024245-00024563 子供たちの悪い癖は我々大人の責任だったんだよ
wGID-0TvfoI-00080-00024564-00024893 だからよくある一体何回言ったら
wGID-0TvfoI-00081-00024894-00025180 できるようになるんだとかこの前言ったこと
wGID-0TvfoI-00082-00025181-00025486 もう忘れとるやないかとかなんで言ったと
wGID-0TvfoI-00083-00025487-00025708 にできるのやなんて子供たちに言って
wGID-0TvfoI-00084-00025710-00025883 先生っていうのは
wGID-0TvfoI-00085-00025883-00026225 ブーメランが跳ね返ってきて自分に今ぐさ
wGID-0TvfoI-00086-00026226-00026405 って刺さってるんですよねつまりね
wGID-0TvfoI-00087-00026406-00026711 今日の最初の動画で言うとこの切り返しを受けて
wGID-0TvfoI-00088-00026712-00026914 この人が悪い
wGID-0TvfoI-00090-00027006-00027358 足の動きを教えてあげないといけない
wGID-0TvfoI-00091-00027360-00027514 いいですこの段階で
wGID-0TvfoI-00092-00027516-00028145 受けてる場合じゃないんで
wGID-0TvfoI-00093-00028145-00028379 じゃあなんで
wGID-0TvfoI-00094-00028380-00028570 多くてかもうほとんどですよほとんど
wGID-0TvfoI-00095-00028572-00028912 この初心者が同じ足の間違いしちゃう
wGID-0TvfoI-00096-00028913-00029237 これはみんな最初すぐに
wGID-0TvfoI-00097-00029238-00029393 一人から剣道を
wGID-0TvfoI-00098-00029394-00029518 メルからなんです
wGID-0TvfoI-00099-00029519-00029668 素振りが悪いって言うんじゃないんだよ
wGID-0TvfoI-00100-00029669-00029843 もうちょっと聞いてくださいね
wGID-0TvfoI-00101-00029844-00030017 思い出してほしいのも
wGID-0TvfoI-00102-00030018-00030161 足なんです
wGID-0TvfoI-00103-00030162-00030401 鳥の足っていうのはすり足であって
wGID-0TvfoI-00104-00030402-00030683 振りかぶる時に足を出して振りかぶる
wGID-0TvfoI-00105-00030683-00030958 降ろす時に足を引きつくりでしたね
wGID-0TvfoI-00106-00030960-00031049 初心者の方が
wGID-0TvfoI-00107-00031050-00031235 会社のすべきできるようになってる
wGID-0TvfoI-00108-00031236-00031624 だからさっきの動画の男の子も
wGID-0TvfoI-00109-00031625-00031961 4個、4本、この9本っていうのは
wGID-0TvfoI-00110-00031962-00032224 すり足で行う部分だから
wGID-0TvfoI-00111-00032225-00032489 めちゃくちゃ上手にできてたんですよ
wGID-0TvfoI-00112-00032489-00032801 そしたらなんで最初と真ん中と最後の
wGID-0TvfoI-00113-00032802-00033029 打ちがうまく手と足が合わない だって
wGID-0TvfoI-00114-00033030-00033124 そんな足
wGID-0TvfoI-00116-00033203-00033502 足じゃなくて踏み込み足になるからな
wGID-0TvfoI-00117-00033503-00033857 ですそしてどうして初心者の人がこれを今度
wGID-0TvfoI-00118-00033858-00034024 しちゃうかっていうと
wGID-0TvfoI-00119-00034025-00034109 今は
wGID-0TvfoI-00120-00034110-00034396 先生から最初に習ったすり足の一種類しかない
wGID-0TvfoI-00121-00034397-00034709 って思ってるからなんですでも実際
wGID-0TvfoI-00122-00034710-00034924 切り返しの中では
wGID-0TvfoI-00123-00034925-00035327 込み足の面打ちと擦り足の面打ちと2種類
wGID-0TvfoI-00124-00035328-00035531 が使われているってことなんです
wGID-0TvfoI-00125-00035532-00036035 しっかり分けていきましょう
wGID-0TvfoI-00126-00036036-00036299 大きい命運打ち2種類
wGID-0TvfoI-00127-00036300-00036557 ちょっとまとめました一つは
wGID-0TvfoI-00128-00036558-00036802 大きい面打ちこれどこで使うか
wGID-0TvfoI-00129-00036803-00036911 というと
wGID-0TvfoI-00130-00036912-00037235 切り返しの途中の前4歩、後ろ5歩ですね。
wGID-0TvfoI-00131-00037236-00037529 その9本ねこの9本っていうのは
wGID-0TvfoI-00132-00037530-00037924 そして大きい目打ちの場合は
wGID-0TvfoI-00133-00037925-00038140 踏み込みやして行う時があるんですけど
wGID-0TvfoI-00134-00038141-00038405 それは最初と真ん中と最後と書いてます
wGID-0TvfoI-00135-00038406-00038621 この青字で書いてあるところ
wGID-0TvfoI-00136-00038622-00038830 の最後の大きい年金が含み
wGID-0TvfoI-00137-00038831-00039149 足で使います切り返しの中には同じ
wGID-0TvfoI-00138-00039150-00039377 非常機嫌なんだけど足の使い方によって
wGID-0TvfoI-00139-00039378-00039724 2種類あるってことですねそして
wGID-0TvfoI-00140-00039725-00039959 ちょっと突っ込んで話しますね
wGID-0TvfoI-00141-00039960-00040157 この使い方としては
wGID-0TvfoI-00142-00040158-00040324 癒しっていうのは
wGID-0TvfoI-00143-00040325-00040462 大足とも
wGID-0TvfoI-00144-00040463-00040552 だから
wGID-0TvfoI-00145-00040553-00040961 慣れないように動かします。
wGID-0TvfoI-00146-00040962-00041140 あの9本っていうのは両足とも床について
wGID-0TvfoI-00147-00041141-00041399 まま行いますに対して
wGID-0TvfoI-00148-00041400-00041573 込み足っていうのは
wGID-0TvfoI-00149-00041574-00041711 左方の足が
wGID-0TvfoI-00151-00041802-00041915 あります
wGID-0TvfoI-00152-00041916-00042023 私を踏み込む
wGID-0TvfoI-00153-00042024-00042274 ずっとだから離れていっていって
wGID-0TvfoI-00155-00042341-00042551 最初真ん中最後の面ですね
wGID-0TvfoI-00156-00042552-00042785 ここまではわかると思います
wGID-0TvfoI-00157-00042786-00042952 そして最後
wGID-0TvfoI-00158-00042953-00043277 足を出すタイミングがこの2つで全然違う
wGID-0TvfoI-00159-00043278-00043427 3S
wGID-0TvfoI-00160-00043428-00043607 おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで、おかげで
wGID-0TvfoI-00161-00043608-00043780 右足を出すタイミングっていうのは
wGID-0TvfoI-00162-00043781-00043852 フリップ
wGID-0TvfoI-00163-00043853-00043985 被る時です
wGID-0TvfoI-00164-00043986-00044165 被る時に右足を出して振り回して
wGID-0TvfoI-00165-00044166-00044429 下ろす時に足を引き付けました
wGID-0TvfoI-00166-00044430-00044662 でやってるのと全く同じ
wGID-0TvfoI-00167-00044663-00045052 なんだけど最初と最後と
wGID-0TvfoI-00168-00045053-00045401 最初と真ん中と最後の面この踏み込み足の
wGID-0TvfoI-00169-00045402-00045551 振り返る
wGID-0TvfoI-00170-00045552-00045887 近ぼる時には足を動かさずに
wGID-0TvfoI-00171-00045888-00046199 この時に足を動かすんです
wGID-0TvfoI-00173-00046278-00046601 動きが違うんですよねだから真ん中
wGID-0TvfoI-00174-00046602-00046817 9本っていうのはうまくできてる
wGID-0TvfoI-00175-00046818-00046937 例えば
wGID-0TvfoI-00176-00046938-00047249 最初と最後真ん中と最後ね踏み込みを
wGID-0TvfoI-00177-00047250-00047608 お話をしないといけないのにこっち来ちゃう
wGID-0TvfoI-00178-00047609-00047855 こう来ちゃうんですよね
wGID-0TvfoI-00179-00047856-00048095 飛ぶ時に右足を出してしまう
wGID-0TvfoI-00180-00048096-00048323 あとは振り下ろす時に足を出せばうまくいく
wGID-0TvfoI-00182-00048431-00048658 要するにですね、わかりやすく言うと
wGID-0TvfoI-00184-00048738-00049030 青いところ青い道から切り返しっていうのは始まる
wGID-0TvfoI-00185-00049031-00049355 途中で9本っていうのは
wGID-0TvfoI-00186-00049356-00049535 足の動かし方
wGID-0TvfoI-00187-00049536-00049912 本やってまたこの青いねええええええええ
wGID-0TvfoI-00188-00049913-00050261 また今度はこの赤い面打ちを急放送して
wGID-0TvfoI-00189-00050262-00050452 本やって最後に青い
wGID-0TvfoI-00190-00050453-00050711 命令を行うっていうのが
wGID-0TvfoI-00191-00050712-00050896 足の
wGID-0TvfoI-00192-00050897-00051370 動かし方名打ちなんです
wGID-0TvfoI-00193-00051371-00051599 じゃあ今日の動画の最後の一番大事なところ
wGID-0TvfoI-00194-00051600-00051832 最初に見てもらった男の子の足
wGID-0TvfoI-00195-00051833-00052090 どうやったら治るんでしょうか
wGID-0TvfoI-00196-00052091-00052342 こっちの赤い部分すり足でやった
wGID-0TvfoI-00197-00052344-00052457 前
wGID-0TvfoI-00198-00052458-00052757 4本、4本、4本、5本、9本というのはとても上手い
wGID-0TvfoI-00199-00052758-00052979 ちょっと手と足が合わなくて
wGID-0TvfoI-00200-00052979-00053237 こっちのブルーの青い
wGID-0TvfoI-00201-00053238-00053482 面の方なんですね ここがどうなったかって
wGID-0TvfoI-00202-00053483-00053788 もちろん床から足離れている
wGID-0TvfoI-00203-00053789-00053921 んだけど
wGID-0TvfoI-00204-00053922-00054179 足を出すタイミングっていうのが振り
wGID-0TvfoI-00205-00054179-00054347 下ろす時じゃなくて
wGID-0TvfoI-00206-00054348-00054563 もう一回
wGID-0TvfoI-00207-00054564-00055134 ちょっと見てください
wGID-0TvfoI-00211-00055741-00056063 今見てもらったように最初と真ん中と最後の
wGID-0TvfoI-00212-00056064-00056315 踏み込み足の面で
wGID-0TvfoI-00213-00056316-00056591 被る時に右足が出てたと思う
wGID-0TvfoI-00214-00056591-00056794 こっちの足になっちゃってるんですね
wGID-0TvfoI-00215-00056795-00056999 どうすればよかったかっていうと
wGID-0TvfoI-00216-00057000-00057179 被る時には
wGID-0TvfoI-00217-00057179-00057442 出さずに1回止まって
wGID-0TvfoI-00218-00057444-00057599 下ろす時に右
wGID-0TvfoI-00219-00057600-00058078 これだけなんです
wGID-0TvfoI-00221-00058610-00058942 最初青になって
wGID-0TvfoI-00223-00059064-00059182 明るい目になって
wGID-0TvfoI-00225-00059298-00059621 これが切り返しの足なんです
wGID-0TvfoI-00226-00059622-00059909 右足を出すタイミングはしっかり変えないといけない
wGID-0TvfoI-00227-00059910-00060244 今日はこういった話をしておきます
wGID-0TvfoI-00228-00060245-00060419 今日も見てくれてありがとうございました
wGID-0TvfoI-00229-00060420-00060769 またいつかお会いできるしよ
wGID-0TvfoI-00231-00061164-00061438 の魅了図を活用大人の剣道具7つ もリール
wGID-0TvfoI-00233-00061560-00061763 ご覧いただきありがとうございます
wHApe7M4gwM-00002-00001500-00001852 皆さんこんにちはひろすです。
wHApe7M4gwM-00004-00002153-00002471 リズムース
wHApe7M4gwM-00005-00002472-00002818 ちょっと掘っていこうと思う。どんどん掘るから。
wHApe7M4gwM-00006-00002819-00003343 あははやばいやばい
wHApe7M4gwM-00007-00003344-00003715 ないとー
wHApe7M4gwM-00008-00003715-00003928 ヤバイ人ロスしちゃった
wHApe7M4gwM-00009-00003929-00004067 急いで
wHApe7M4gwM-00010-00004068-00004438 急いで急いでまた掘るの
wHApe7M4gwM-00011-00004439-00004597 再開するね。
wHApe7M4gwM-00012-00004598-00005020 今後はゲームをしていたくないじゃん頑張るぞ
wHApe7M4gwM-00013-00005021-00005187 はい。
wHApe7M4gwM-00015-00014828-00015035 それでは、グランチュ
wHApe7M4gwM-00016-00015036-00015311 ライニングをやっていこうと思います
wHApe7M4gwM-00017-00015312-00015691 なんだか、もっとスタッフ掘らないといけないんだ
wHApe7M4gwM-00018-00015691-00016300 高さは-54がおすすめなんだよねー
wHApe7M4gwM-00019-00016301-00016685 ダイヤモンドが手に入るのか。
wHApe7M4gwM-00020-00016686-00017021 放送しのぐらはとらたわがすぎたい
wHApe7M4gwM-00021-00017022-00017161 いいな
wHApe7M4gwM-00022-00017162-00017471 みんなはどんなトラックシャワーを作ってるか
wHApe7M4gwM-00023-00017472-00017663 かな?コミュニティライブ
wHApe7M4gwM-00027-00019081-00019481 ダイヤモンドか? ほるぞい
wHApe7M4gwM-00029-00019872-00020214 ラッポダイヤモンドだ。むふぅ。
wHApe7M4gwM-00030-00020215-00020435 まあ、ダイヤモンドにすん達成した。
wHApe7M4gwM-00032-00020604-00021149 やったね。おいら、すやすや眠れるね。
wHApe7M4gwM-00033-00021150-00021517 みんなはどんな夢を見てるのかな?
wHApe7M4gwM-00034-00021518-00021775 コメント欄で書いてね。
wHApe7M4gwM-00035-00021776-00022061 よろしくお願いいたします。
wHApe7M4gwM-00037-00022200-00022463 ダイヤモンド発見
wHApe7M4gwM-00038-00022464-00022811 アッハン惚れるねめっちゃ
wHApe7M4gwM-00039-00022812-00023050 おいしすぎる
wHApe7M4gwM-00040-00023051-00023520 急作戦旅会だな
wHApe7M4gwM-00042-00023706-00023994 油剤ほどある油筋のインパクト
wHApe7M4gwM-00043-00023995-00024154 いいね
wHApe7M4gwM-00047-00027889-00028343 今回はここまで。チャンネル登録してね。また会おう。
wHApe7M4gwM-00048-00028344-00028426 おつなぎ
wgi_oYM7900-00000-00000000-00000313 おはよう、たのびおんだよー、べろべろーはい
wgi_oYM7900-00001-00000314-00000505 ということでね今回久々の動画になると思い
wgi_oYM7900-00002-00000506-00000800 今回はなんと!久々の!
wgi_oYM7900-00003-00000801-00001136 美顔器をもらいましたパッパッパッパおすすめ
wgi_oYM7900-00004-00001137-00001303 紹介させていただきたいと思うんですけど
wgi_oYM7900-00005-00001304-00001676 こちら株式会社アカネマさんメンズ専用のね
wgi_oYM7900-00006-00001677-00001939 基本的に美顔器って女性が使う
wgi_oYM7900-00007-00001941-00002106 ものだったりそういう印象があると思う
wgi_oYM7900-00008-00002107-00002376 ですけど エンズに特化した美顔器となっ
wgi_oYM7900-00010-00002560-00002835 マイクロカレントモードをRF
wgi_oYM7900-00011-00002836-00003039 総集波青色LEDってのが
wgi_oYM7900-00012-00003040-00003251 ボタン一つで操作ができるというものが
wgi_oYM7900-00013-00003252-00003450 で早速見ていきたいと思います
wgi_oYM7900-00014-00003451-00003639 試しで使ったので今日はね福祉みたいな
wgi_oYM7900-00015-00003640-00003804 感じで使っていければなと思います
wgi_oYM7900-00016-00003804-00004029 こういうもの
wgi_oYM7900-00017-00004029-00004233 これなんかモバイルバッテリークエアの
wgi_oYM7900-00018-00004234-00004553 でポチッと押すと光だったり
wgi_oYM7900-00020-00004696-00004860 ここでこう真っさりしてくれたり
wgi_oYM7900-00021-00004861-00005241 全体的に何にこう
wgi_oYM7900-00022-00005242-00005472 があるのかっていうとニキビができにくい
wgi_oYM7900-00023-00005473-00005799 皮脂を抑制するものだったり
wgi_oYM7900-00024-00005800-00006117 たるみみたいなところを改善してくれたり
wgi_oYM7900-00025-00006118-00006314 肌にしてくれたりみたいな効果 がメイン
wgi_oYM7900-00026-00006315-00006597 ブルーライトの光を当てると
wgi_oYM7900-00027-00006598-00006780 これは直接肌につけなくてもいい
wgi_oYM7900-00028-00006781-00006993 必死の抑制を行ってくれる
wgi_oYM7900-00029-00006994-00007194 みたいな感じで
wgi_oYM7900-00030-00007195-00007409 はい
wgi_oYM7900-00031-00007411-00007689 本当に15分1セットってなってて15分間やらなかった
wgi_oYM7900-00033-00007790-00008045 終了みたいなそれを週に3日やるのが
wgi_oYM7900-00034-00008045-00008347 いいよみたいな感じで書いてありましたね
wgi_oYM7900-00036-00009083-00009370 でもさだいぶね肌落ち着いてきたと思う
wgi_oYM7900-00037-00009371-00009610 最近ちょっと忙しくてボロボロ
wgi_oYM7900-00039-00009864-00010067 ってことです
wgi_oYM7900-00040-00010068-00010256 はいじゃあ2つ目いきます
wgi_oYM7900-00041-00010257-00010433 カレントモードっていうものをやっていって
wgi_oYM7900-00042-00010434-00010697 と思いますし3日以上とかやれば肌質を
wgi_oYM7900-00043-00010698-00010868 改善できるよっていうものなんですけど
wgi_oYM7900-00044-00010869-00011084 今の話質問めっちゃ聞いてって
wgi_oYM7900-00045-00011085-00011262 週3くらいのケースで
wgi_oYM7900-00046-00011263-00011508 1、2ヶ月、3ヶ月くらいやれば
wgi_oYM7900-00047-00011509-00011738 変わるんじゃないかってことで専用のなんか
wgi_oYM7900-00048-00011739-00011945 ジェルみたいなのもあってこれをまず塗った
wgi_oYM7900-00049-00011946-00012206 手からやりたいです
wgi_oYM7900-00050-00012207-00012457 ですけど
wgi_oYM7900-00051-00012458-00012730 右半面だけやってみますか3回押すとこう
wgi_oYM7900-00052-00012731-00013047 ここが黄色くなるので、こうしたらやっていきます
wgi_oYM7900-00053-00013049-00013327 目や唇の周りには使用しないでください
wgi_oYM7900-00054-00013328-00013572 輪郭に沿ってゆっくりと上向きに滑らせる
wgi_oYM7900-00055-00013574-00013816 同じ場所に3秒以上は不利ですね
wgi_oYM7900-00057-00014027-00014224 3秒以上やると危険です
wgi_oYM7900-00061-00015729-00015932 見て、LINE見て
wgi_oYM7900-00062-00015933-00016105 トーンライン
wgi_oYM7900-00063-00016106-00016262 お祭りさ
wgi_oYM7900-00064-00016263-00016457 新中線の人はこっちだけすごい
wgi_oYM7900-00068-00017031-00017482 すごい激汗じゃんこっち
wgi_oYM7900-00069-00017483-00017676 顔小さくなりました
wgi_oYM7900-00071-00017875-00018132 肌の質を変えたりニキビができたり
wgi_oYM7900-00072-00018133-00018318 しにくい肌になったりっていうのがメイン
wgi_oYM7900-00073-00018319-00018558 すごいでも奇跡的になんか
wgi_oYM7900-00074-00018559-00018747 めっちゃ小さくなってるわこっち側だけ
wgi_oYM7900-00075-00018748-00018984 いろんな機能があるので詳しくは
wgi_oYM7900-00076-00018985-00019281 きめなんで書いておくと思うので
wgi_oYM7900-00077-00019282-00019479 概要欄から飛んでみてください
wgi_oYM7900-00078-00019480-00019623 なんか10分くらいちょっとマッサージ
wgi_oYM7900-00079-00019624-00019872 だけでこんなに変わるのね別に肌質はね
wgi_oYM7900-00080-00019873-00020106 継続的に続けないと分からないので
wgi_oYM7900-00081-00020107-00020272 変わったよってことです
wgi_oYM7900-00082-00020273-00020508 本川太郎は下りさんの
wgi_oYM7900-00083-00020509-00020646 商品紹介でした
wgi_oYM7900-00084-00020647-00020907 また次の動画でお会いしましょう
wrBMYWgsHc0-00000-00000211-00000852 続いて、録画をするときに操作をするライブコントロールの説明をいたします。
wrBMYWgsHc0-00001-00000852-00001316 このようにして
wrBMYWgsHc0-00002-00001317-00001719 シーンを切り替えることができますけれども
wrBMYWgsHc0-00003-00001720-00002445 ここのトランジションシーンの隣にあるカットシーンを選択しますと
wrBMYWgsHc0-00004-00002446-00002604 このようにして
wrBMYWgsHc0-00005-00002605-00003113 カットでシーンが切り替わるようになります。
wrBMYWgsHc0-00006-00003114-00003729 ここでコンテンツを切り替えたいときは
wrBMYWgsHc0-00007-00003731-00003890 ここで
wrBMYWgsHc0-00008-00003892-00004465 例えばこのようなスクリーン1を選択した状態で
wrBMYWgsHc0-00009-00004466-00004841 このようにダブルクリックすると
wrBMYWgsHc0-00010-00004842-00005303 コンテンツが切り替わります
wrBMYWgsHc0-00011-00005304-00005725 またここで1回だけクリックすると
wrBMYWgsHc0-00012-00005726-00006153 事前のプレビューに挿入されるようになります
wrBMYWgsHc0-00013-00006154-00006648 ここでテイクを押すことでこのように表示されるようになります
wrBMYWgsHc0-00014-00006648-00006755 また
wrBMYWgsHc0-00015-00006756-00007684 ここのshowというところをクリックすると、ハイドの状態になります。
wrBMYWgsHc0-00016-00007686-00008295 フルスクリーンをクリックすると全画面表示になります
wrBMYWgsHc0-00017-00008296-00008464 またここの
wrBMYWgsHc0-00018-00008465-00008754 ライブをクリックすることで
wrBMYWgsHc0-00019-00008755-00009207 全画面表示にすることもできます
wrBMYWgsHc0-00020-00009208-00009416 また。
wrBMYWgsHc0-00021-00009417-00010113 ここでこのような動画を挿入すると
wrBMYWgsHc0-00022-00010114-00010338 動画の再生したい
wrBMYWgsHc0-00023-00010339-00010888 時間を指定した状態で、テイクを押して再生を押すと、
wrBMYWgsHc0-00024-00010889-00011400 指定された時間から再生されることができるようになります
wrBMYWgsHc0-00025-00011401-00012111 またこの動画もループ再生をするのかしないのかを変更することもでき、また音の調節もできます。
wrBMYWgsHc0-00026-00012112-00012786 ここですることができます
wrBMYWgsHc0-00027-00012787-00013266 ここでペイントをオンにすることで
wrBMYWgsHc0-00028-00013266-00013424 このように
wrBMYWgsHc0-00029-00013425-00013741 書き込みをすることができ
wrBMYWgsHc0-00030-00013741-00014016 またブラシのサイズや
wrBMYWgsHc0-00031-00014018-00014369 ブラシの透明度そして
wrBMYWgsHc0-00032-00014371-00015219 色をこのように変更することができます。
wrBMYWgsHc0-00033-00015221-00015434 消したい場合は
wrBMYWgsHc0-00034-00015435-00016105 こちらをクリックすることで一括で消えることができます
wrBMYWgsHc0-00035-00016106-00016630 実際に録画をする前にこちらのプログラムセッティングにおいて
wrBMYWgsHc0-00036-00016631-00017500 レコーディング・ノーティフィケーションズをクリックすると、
wrBMYWgsHc0-00037-00017501-00017813 このように
wrBMYWgsHc0-00038-00017814-00018424 録画をする前に事前に知らせるカウントダウンの
wrBMYWgsHc0-00039-00018425-00018772 量数を変更させることができます
wrBMYWgsHc0-00040-00018773-00019089 カウントダウンを表示させたくない場合は
wrBMYWgsHc0-00041-00019090-00019543 0にするとこのように表示されません
wrBMYWgsHc0-00042-00019544-00019884 また。
wrBMYWgsHc0-00043-00019885-00020865 このようにレッグマークを表示させることもできます
wrBMYWgsHc0-00044-00020866-00021050 はい
wrBMYWgsHc0-00045-00021051-00021736 このようにレッグマークを表示させたり
wrBMYWgsHc0-00046-00021737-00022057 このように点滅させたり
wrBMYWgsHc0-00047-00022058-00022624 また表示させたくないときはDo Not Showを選択します
wrBMYWgsHc0-00048-00022625-00024600 それでは実際に録画をしていきます。
