UAHUKX7GH1U-00001-00000210-00000311 こんにちは、だつで
XqMS5ZRbF58-00012-00002808-00002983 よということで
XqMS5ZRbF58-00013-00002984-00003635 いやー、もうね、あんまり自分からね、こう、言うの
XqMS5ZRbF58-00014-00003636-00003886 あれなんですけどただやっぱ
XqMS5ZRbF58-00015-00003888-00004072 中国を話そうとするとどうします?
XqMS5ZRbF58-00016-00004073-00004325 てきちゃうって言ってよね
XqMS5ZRbF58-00017-00004326-00004583 怒っちゃうからねそうなのよ
XqMS5ZRbF58-00018-00004584-00004722 あの
XqMS5ZRbF58-00019-00004723-00005027 僕のTwitterに上がってて
XqMS5ZRbF58-00020-00005028-00005329 動画があるんですけど
XqMS5ZRbF58-00021-00005330-00005675 お料理屋さんでね誕生日
XqMS5ZRbF58-00022-00005676-00006430 ケーキを前に ソースをあ主人じゃないん
XqMS5ZRbF58-00024-00007015-00007753 ありがとうございました
XqMS5ZRbF58-00025-00007754-00008524 133歳はまあまあ良き
XqMS5ZRbF58-00028-00009365-00009581 はい
XqMS5ZRbF58-00030-00009697-00010039 中華料理屋さんがいいって言われて
XqMS5ZRbF58-00031-00010040-00010360 中華大好きだからね
XqMS5ZRbF58-00032-00010361-00010537 予約しますわって言って
XqMS5ZRbF58-00033-00010538-00010906 本当においしいご飯でね
XqMS5ZRbF58-00034-00010907-00011206 お腹いっぱいになってそう
XqMS5ZRbF58-00035-00011207-00011519 だと誕生日会話変えるかってなった時
XqMS5ZRbF58-00036-00011520-00011981 帰ってきたら
XqMS5ZRbF58-00037-00011982-00012346 すごいホクホクしててちょっと席に着いた途端
XqMS5ZRbF58-00038-00012347-00012713 今日食べたエビチリとかけまして
XqMS5ZRbF58-00040-00012908-00013429 今出たものと解きます。ほう。
XqMS5ZRbF58-00041-00013430-00013866 そう言われたらさその心はと言えないですよ
XqMS5ZRbF58-00042-00013868-00014261 その心はって聞いたらどちらもプリプリ
XqMS5ZRbF58-00043-00014262-00014788 お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、お、
XqMS5ZRbF58-00046-00015300-00015727 はぁって盛り上げてさ
XqMS5ZRbF58-00047-00015728-00015935 帰るかってあじゃあ私も行ってくるわ
XqMS5ZRbF58-00048-00015936-00016150 あった瞬間に楽しみ
XqMS5ZRbF58-00049-00016151-00016657 いいよなーって言われるんですけどどういう意味か
XqMS5ZRbF58-00050-00016658-00017008 銭棚じゃないよ私謎か
XqMS5ZRbF58-00051-00017009-00017244 見る気ないのと思って
XqMS5ZRbF58-00052-00017245-00017585 考えるとも言わずに行ったんです
XqMS5ZRbF58-00053-00017586-00017897 けどでもやっぱねどうしてもね考えざるを得ない
XqMS5ZRbF58-00054-00017898-00018035 誇れないよね
XqMS5ZRbF58-00055-00018036-00018325 よって言われたらさ
XqMS5ZRbF58-00056-00018326-00018733 ねえトイレ見回して
XqMS5ZRbF58-00057-00018734-00019055 中華料理屋さんのねお手洗いです
XqMS5ZRbF58-00058-00019056-00019307 なんでせよ
XqMS5ZRbF58-00059-00019308-00019594 は済ませてるんだけどなんか日本
XqMS5ZRbF58-00060-00019595-00019864 もうそういうのが出られない
XqMS5ZRbF58-00061-00019865-00020236 わけ考えちゃないと
XqMS5ZRbF58-00062-00020237-00020644 で、ふとね、この時間マジで不毛だね
XqMS5ZRbF58-00064-00020870-00021286 って思った時に
XqMS5ZRbF58-00065-00021287-00021743 で不毛でピンときて私はもうホクホク顔であの席に
XqMS5ZRbF58-00067-00021884-00022385 今言ってたトイレの時間とかけましてクリリンとか
XqMS5ZRbF58-00068-00022386-00022522 おとぎます
XqMS5ZRbF58-00069-00022523-00022894 この心はどちらも不毛です
XqMS5ZRbF58-00070-00022895-00023341 どっちも
XqMS5ZRbF58-00072-00023615-00024414 二人さん優しいよね
XqMS5ZRbF58-00073-00024415-00024653 ふうとしはしゅんとしていた。
XqMS5ZRbF58-00075-00024937-00025376 そんな誕生日でした
XsnBe13T5K4-00001-00000782-00001012 皆さんこんにちは
XsnBe13T5K4-00002-00001013-00001195 ビデオ雑記のみすみです
XsnBe13T5K4-00003-00001196-00001584 今回もCreative with Partnerとして
XsnBe13T5K4-00004-00001585-00001793 カスタマーエクスペリエンスの分野での
XsnBe13T5K4-00005-00001794-00001984 トップ企業のリーダーをゲスト
XsnBe13T5K4-00007-00002172-00002555 考えるそれぞれのTX EX EX
XsnBe13T5K4-00008-00002556-00002705 その形や
XsnBe13T5K4-00009-00002706-00002921 サービスへの内なる思いをお伝え していただきました
XsnBe13T5K4-00010-00002922-00003226 いただきたいと思います ここからは せめて
XsnBe13T5K4-00012-00003384-00003695 本部の水野が進めてまいります 水野さん
XsnBe13T5K4-00013-00003696-00003995 本日もよろしくお願いいたします
XsnBe13T5K4-00014-00003996-00004295 皆さんこんにちは
XsnBe13T5K4-00015-00004296-00004535 ご視聴ありがとうございました
XsnBe13T5K4-00016-00004536-00004763 テクノロジーパートナー様の担当をしています
XsnBe13T5K4-00017-00004764-00005135 国内外のパートナー様と一緒に
XsnBe13T5K4-00018-00005136-00005386 に進めるクルーTubeもこれで3回 目と
XsnBe13T5K4-00019-00005387-00005736 今回ご登壇いただくクルーは
XsnBe13T5K4-00020-00005737-00005915 オートメーションエニューエア着
XsnBe13T5K4-00021-00005916-00006136 株式会社の
XsnBe13T5K4-00022-00006137-00006286 石田社長です
XsnBe13T5K4-00023-00006287-00006550 オートメーションエネアさんは
XsnBe13T5K4-00024-00006551-00006725 できるかつウェブベースの
XsnBe13T5K4-00025-00006726-00006875 Intelligent Automation
XsnBe13T5K4-00026-00006876-00007031 ソリューションのマーケット
XsnBe13T5K4-00027-00007031-00007198 アプリケーションを
XsnBe13T5K4-00028-00007200-00007523 家業界を牽引していらっしゃいます。
XsnBe13T5K4-00029-00007523-00007678 が提供している
XsnBe13T5K4-00030-00007679-00007859 プレイスアップハンドリーにも
XsnBe13T5K4-00031-00007859-00008089 掲載されておりまして
XsnBe13T5K4-00033-00008238-00008381 という名前なんですけれども
XsnBe13T5K4-00034-00008382-00008483 けれども
XsnBe13T5K4-00035-00008484-00008717 クラウドとの連携によるトゥイア
XsnBe13T5K4-00036-00008718-00009101 合わせ対応中や対応処理後のですね
XsnBe13T5K4-00037-00009102-00009485 かかっていた時間を自動化したりですとか
XsnBe13T5K4-00038-00009486-00009713 オペレーションを実現することができると
XsnBe13T5K4-00039-00009714-00010013 することができます ここからは弊社
XsnBe13T5K4-00040-00010014-00010289 代表のホールリッチーとともに
XsnBe13T5K4-00041-00010290-00010583 へのインタビュー形式で進行し
XsnBe13T5K4-00042-00010584-00010841 CPAを使ったプロセス自動化について
XsnBe13T5K4-00043-00010842-00011087 いろいろとお伺いしてまいりたいと思います
XsnBe13T5K4-00044-00011088-00011410 ユイさんポールさん今日はよろしくお願いします
XsnBe13T5K4-00045-00011411-00011506 お願いします
XsnBe13T5K4-00046-00011507-00011717 よろしくお願いします
XsnBe13T5K4-00047-00011718-00011849 皆さんジェネシス
XsnBe13T5K4-00048-00011850-00012028 のポールです
XsnBe13T5K4-00049-00012029-00012335 クルーチューブようこそですご参加
XsnBe13T5K4-00050-00012336-00012628 ありがとうございます
XsnBe13T5K4-00051-00012629-00012815 話をやりましたけど ゆりさんとは
XsnBe13T5K4-00052-00012816-00013060 ファウンディパートナーとして非常に仲良く
XsnBe13T5K4-00053-00013061-00013258 させていただいておりまして 自分
XsnBe13T5K4-00054-00013259-00013361 自信
XsnBe13T5K4-00055-00013362-00013607 に関してまだまだ素人なので今日
XsnBe13T5K4-00056-00013608-00013883 このねクリエイトチューブをきっかけに皆さん
XsnBe13T5K4-00057-00013884-00014165 勉強をしていきたいなと思っております
XsnBe13T5K4-00058-00014166-00014393 よろしくお願いします
XsnBe13T5K4-00059-00014394-00014627 つまりRPA
XsnBe13T5K4-00060-00014628-00014813 できることって何でしょうかというと
XsnBe13T5K4-00061-00014813-00015058 おそらく皆さんすごく興味があると思うんですけど
XsnBe13T5K4-00062-00015059-00015265 思ってらっしゃると思うんですけれど
XsnBe13T5K4-00063-00015266-00015557 視聴者の皆さんがやっぱりロボットが人間
XsnBe13T5K4-00064-00015558-00015875 の代わりになるというところが 効率的
XsnBe13T5K4-00065-00015876-00016072 いろんな利点が出てくると思うんですけど
XsnBe13T5K4-00066-00016073-00016457 実際にどこまでロボット
XsnBe13T5K4-00067-00016458-00016750 いわゆる人間の作業ができるかというと
XsnBe13T5K4-00068-00016751-00017015 ぜひ会社のご紹介も兼ねて
XsnBe13T5K4-00069-00017016-00017194 教えていただければと思いますので 由井さん
XsnBe13T5K4-00070-00017195-00017333 お願いします
XsnBe13T5K4-00071-00017334-00017761 はい ありがとうございます オートメーションエニアのユイでございます
XsnBe13T5K4-00072-00017762-00018053 本日はですねクルーチューブにお招き
XsnBe13T5K4-00073-00018054-00018277 いただきましてありがとうございます
XsnBe13T5K4-00074-00018278-00018689 実は非常に楽しみにしておりました
XsnBe13T5K4-00075-00018690-00018935 毎日のこのクルーチューブをご視聴いただき
XsnBe13T5K4-00076-00018936-00019294 いただいている皆様にはですねあまり
XsnBe13T5K4-00077-00019295-00019577 おなじみがない会社かもしれないんで
XsnBe13T5K4-00078-00019578-00019925 簡単にですね 紹介させていただきたいと思います
XsnBe13T5K4-00079-00019926-00020141 と思います
XsnBe13T5K4-00080-00020142-00020500 私は世界最大の人材会社の
XsnBe13T5K4-00081-00020501-00020686 という言い方させていただいております
XsnBe13T5K4-00082-00020687-00020964 これただしですね
XsnBe13T5K4-00083-00020965-00021211 生身の人間じゃなくてですね
XsnBe13T5K4-00084-00021212-00021508 オートビエーションエニアのソフトウェアで
XsnBe13T5K4-00085-00021509-00021850 デジタルワーカー
XsnBe13T5K4-00086-00021851-00022108 が動いているそういった会社でございます
XsnBe13T5K4-00088-00022194-00022363 で現在ですね
XsnBe13T5K4-00089-00022364-00022663 世界中で540万の
XsnBe13T5K4-00090-00022664-00022847 オートミュージシャンイニア製の
XsnBe13T5K4-00092-00023004-00023344 司会中の5000以上の企業
XsnBe13T5K4-00094-00023442-00023735 るんですよね
XsnBe13T5K4-00095-00023736-00023908 ロボティックプロセス
XsnBe13T5K4-00096-00023909-00024244 オートメーションの略なんですが簡単に言えば
XsnBe13T5K4-00097-00024245-00024541 単一のアプリケーション
XsnBe13T5K4-00098-00024542-00024835 サウンドとかですね ウェブアプリとか
XsnBe13T5K4-00099-00024836-00025108 ExcelとかOutlookとか全ての
XsnBe13T5K4-00100-00025109-00025378 アプリケーションのデータ抽出
XsnBe13T5K4-00101-00025379-00025594 とかですね データの入力とか
XsnBe13T5K4-00102-00025595-00025900 アップロードとか またですね
XsnBe13T5K4-00103-00025901-00026212 をまたぐそういった繰り返しのとは
XsnBe13T5K4-00104-00026213-00026381 マスクとかですね
XsnBe13T5K4-00105-00026382-00026567 オペレーション
XsnBe13T5K4-00106-00026568-00026752 ものの実行するように設計されています
XsnBe13T5K4-00107-00026754-00027035 それがロボットのことです
XsnBe13T5K4-00108-00027036-00027329 このカクカクロボットが動く
XsnBe13T5K4-00109-00027330-00027708 わけではなくてですね あたかも人が
XsnBe13T5K4-00110-00027710-00028043 オペレーションしているように勝手にですね
XsnBe13T5K4-00111-00028044-00028231 キーボードとかマウスで処理
XsnBe13T5K4-00112-00028232-00028601 動作がするのでまるでロボットのようだ
XsnBe13T5K4-00113-00028602-00028799 ということでロボティブプロセッサー
XsnBe13T5K4-00114-00028800-00028918 ある意味
XsnBe13T5K4-00115-00028919-00029296 いうように呼ばれているんですね
XsnBe13T5K4-00116-00029297-00029645 直近5年ぐらいですかね
XsnBe13T5K4-00117-00029645-00029831 もう積極的にこのデジタル化
XsnBe13T5K4-00118-00029832-00030095 トランスフォーメーションに取り組んできた
XsnBe13T5K4-00120-00030230-00030611 世の中ですね人口減とか景気減とか
XsnBe13T5K4-00121-00030612-00030858 これからまた
XsnBe13T5K4-00122-00030860-00031127 フォーカスされがっちりになってくると思います
XsnBe13T5K4-00123-00031127-00031546 あとこの2年はですねコロナで在宅
XsnBe13T5K4-00124-00031547-00031723 普通にもなってですね
XsnBe13T5K4-00125-00031724-00031955 オフィスに来れない時代で
XsnBe13T5K4-00126-00031956-00032249 ハイブリッド前提の働き方こういったこと
XsnBe13T5K4-00127-00032250-00032435 なってですね
XsnBe13T5K4-00128-00032436-00032537 ストラストネーション
XsnBe13T5K4-00129-00032538-00032771 こんな時代がこれからやって来るとしている
XsnBe13T5K4-00130-00032772-00033196 ます そして 今までは どちらかっていう
XsnBe13T5K4-00131-00033197-00033449 人事とか経営とか財務といったら
XsnBe13T5K4-00132-00033450-00033743 このバックオフィスを中心に
XsnBe13T5K4-00134-00033912-00034043 ですね
XsnBe13T5K4-00135-00034044-00034415 自動化に取り組んできたわけです
XsnBe13T5K4-00136-00034416-00034727 今注目されているのはですね
XsnBe13T5K4-00137-00034728-00035117 複数の人とか複数の組織にわたって
XsnBe13T5K4-00138-00035118-00035339 インタラクティブな
XsnBe13T5K4-00139-00035340-00035735 プロセスの自動化をこのフロントオフィス業務に
XsnBe13T5K4-00140-00035736-00035962 このカスタマイズフローを
XsnBe13T5K4-00141-00035963-00036257 エクスペリエンスの向上とかですね
XsnBe13T5K4-00142-00036258-00036502 コンプライアンスの確保
XsnBe13T5K4-00143-00036503-00036827 活用に広がりつつあるとこれが
XsnBe13T5K4-00144-00036828-00036977 優しく
XsnBe13T5K4-00145-00036978-00037240 たくさんとタッグを組もうという
XsnBe13T5K4-00146-00037241-00037639 なかなかいいなったきっかけなんですよね
XsnBe13T5K4-00147-00037640-00037996 オートレンスエリアの強みは何かっていうところなんですね
XsnBe13T5K4-00148-00037997-00038483 これ実際には2019年にですねこれ技法改善
XsnBe13T5K4-00149-00038484-00038668 初めて
XsnBe13T5K4-00150-00038669-00038890 ウェブベースのクラウドネイティブな
XsnBe13T5K4-00152-00038994-00039215 BA as a Serviceっていうこういったものに
XsnBe13T5K4-00153-00039216-00039527 したんですね これはもうブラウザー のみですね
XsnBe13T5K4-00154-00039528-00039905 すぐにノーコードでBotを開発して
XsnBe13T5K4-00155-00039906-00040201 貴様はですね このインフラを所有せずに
XsnBe13T5K4-00156-00040202-00040499 セキュアにクラウドで管理
XsnBe13T5K4-00157-00040500-00040727 実行できるようにそういう風になったか
XsnBe13T5K4-00158-00040728-00040990 なんですね
XsnBe13T5K4-00160-00041225-00041596 いただいております
XsnBe13T5K4-00161-00041597-00041855 オンプレも同様に使うことができるので
XsnBe13T5K4-00162-00041856-00042209 これ日本でもですねデータセンターとか
XsnBe13T5K4-00163-00042210-00042521 実は昨年契約いただいた2本の
XsnBe13T5K4-00164-00042522-00042727 日本のお客様の
XsnBe13T5K4-00165-00042728-00043139 95%に近いですが実は
XsnBe13T5K4-00166-00043140-00043385 クラウドオン利用されています
XsnBe13T5K4-00167-00043386-00043745 実は非常にジェネシアの
XsnBe13T5K4-00168-00043746-00043973 クラウドと相性も良くてですね
XsnBe13T5K4-00169-00043974-00044279 会社のカルチャーも話していると非常に似たような
XsnBe13T5K4-00170-00044280-00044501 ということでですね 湾崎統合社
XsnBe13T5K4-00171-00044502-00044746 こんなわけなんですよねありがとうございます
XsnBe13T5K4-00172-00044747-00045005 ありがとうございます
XsnBe13T5K4-00173-00045006-00045371 今お話しした内容を聞いてておっしゃるように
XsnBe13T5K4-00174-00045372-00045617 この
XsnBe13T5K4-00175-00045618-00045845 変化している特に日本のマーケット
XsnBe13T5K4-00176-00045846-00046273 人材の有効活用
XsnBe13T5K4-00177-00046274-00046618 シンプルさのコードそしてやはりそれを適用
XsnBe13T5K4-00178-00046619-00046745 活用していって
XsnBe13T5K4-00179-00046746-00046973 こういうところすごく ジャニーズ ステージの中では
XsnBe13T5K4-00180-00046974-00047158 あの乙女シニオヤさんが
XsnBe13T5K4-00181-00047159-00047440 同じ方向を考えてやっていると
XsnBe13T5K4-00182-00047441-00047665 ところで まして
XsnBe13T5K4-00183-00047666-00047945 すでにバックオフィスでしっかり実績を
XsnBe13T5K4-00184-00047946-00048173 干しているところから その成功を
XsnBe13T5K4-00185-00048174-00048371 それを今結城さんがおっしゃったように
XsnBe13T5K4-00186-00048372-00048515 スタマーエキスペリエンスの方に持って
XsnBe13T5K4-00187-00048516-00048683 きて
XsnBe13T5K4-00188-00048684-00048796 ですが
XsnBe13T5K4-00189-00048797-00049096 ビジョンとして当然やっぱり人の温かさ
XsnBe13T5K4-00190-00049097-00049349 お客さんに対して人間が対応して
XsnBe13T5K4-00191-00049350-00049507 そうなってくると
XsnBe13T5K4-00192-00049508-00049883 自動化できるところは自動化させて
XsnBe13T5K4-00193-00049884-00050129 限り 最高のカスタマーエクスペリエンス を提供
XsnBe13T5K4-00194-00050130-00050285 できるようにこういうような
XsnBe13T5K4-00195-00050286-00050518 連携することが最強の
XsnBe13T5K4-00196-00050519-00050651 カスタマーエキスペインスを作るん じゃない
XsnBe13T5K4-00197-00050652-00050885 かなと考えておりますんで そう いった意味
XsnBe13T5K4-00198-00050886-00051167 これからおそらく確か水野の
XsnBe13T5K4-00199-00051168-00051580 どういうような世界が広げていくか
XsnBe13T5K4-00200-00051582-00051826 なれるかっていうところも乙女社 人類メーサー
XsnBe13T5K4-00201-00051827-00051940 お話しされていると思うんですけど
XsnBe13T5K4-00203-00052170-00052438 はいそうですね私は昨日
XsnBe13T5K4-00205-00052520-00052721 求め者エニューアさんと契約を
XsnBe13T5K4-00206-00052722-00052973 締結させて以来ですねずっと日本の皆様
XsnBe13T5K4-00207-00052974-00053279 皆さんと会話をしてきましたし
XsnBe13T5K4-00208-00053279-00053554 さんからのご説明のとおりデジタル ワーカー
XsnBe13T5K4-00209-00053555-00053675 すごいわかりやすい
XsnBe13T5K4-00210-00053676-00054011 コンセプトだなと思いました
XsnBe13T5K4-00211-00054012-00054353 やっぱり現場のお客様ですとか
XsnBe13T5K4-00212-00054354-00054688 自分から得ているフィードバックとしては
XsnBe13T5K4-00213-00054689-00054941 でもコンタクトセンターの皆さま にとって
XsnBe13T5K4-00214-00054941-00055061 ではまだまだRT
XsnBe13T5K4-00215-00055062-00055313 EAという存在が分かりにくいとか
XsnBe13T5K4-00216-00055314-00055403 わかんない
XsnBe13T5K4-00217-00055404-00055625 という声があったんですね
XsnBe13T5K4-00218-00055626-00055930 その点は率直にオートメジャーエンジニア
XsnBe13T5K4-00219-00055932-00056179 皆様にご相談したところですね
XsnBe13T5K4-00220-00056179-00056392 オートメーションエネアフォーチェネシスの
XsnBe13T5K4-00221-00056394-00056729 デモ動画を本当にささっと作る
XsnBe13T5K4-00222-00056729-00056921 いただきたいですね
XsnBe13T5K4-00223-00056922-00057221 とっても分かりやすいユースケース なので
XsnBe13T5K4-00224-00057222-00057461 営業活動でも使わせていただいている
XsnBe13T5K4-00225-00057462-00057730 んですけれどもぜひこのクルチューブをご
XsnBe13T5K4-00226-00057732-00057959 ご覧の皆様にもご紹介いただきたいなと思います
XsnBe13T5K4-00227-00057960-00058169 思ってるんですが ゆいさんいかがでしょうか
XsnBe13T5K4-00228-00058170-00058453 はい もちろんです
XsnBe13T5K4-00229-00058454-00058744 ありがとうございます
XsnBe13T5K4-00230-00058745-00058961 様々なユースケースに合わせて サンクッと
XsnBe13T5K4-00231-00058962-00059230 作れるところがですね大きな利点になっています
XsnBe13T5K4-00232-00059232-00059411 ちょっとじゃあ私の方で
XsnBe13T5K4-00233-00059412-00059794 そのせっかくなので電話動画2,3分
XsnBe13T5K4-00234-00059795-00060076 ないなんですが、お話させていただきたいと思います。
XsnBe13T5K4-00236-00060474-00060766 はい こちらがですね オートメーションエリアと
XsnBe13T5K4-00237-00060767-00061049 連携のテーマビデオに
XsnBe13T5K4-00238-00061050-00061426 オペレーターとお客様とのリアクション
XsnBe13T5K4-00239-00061427-00061691 これお客様から今コールが
XsnBe13T5K4-00240-00061691-00061979 このユースケースは
XsnBe13T5K4-00241-00061979-00062350 配送に関するユースケースとなります
XsnBe13T5K4-00242-00062351-00062742 この前日の画面に様々なシステムが
XsnBe13T5K4-00243-00062744-00063161 そして連絡が
XsnBe13T5K4-00244-00063162-00063376 草の殻で
XsnBe13T5K4-00245-00063377-00063623 一部ですね
XsnBe13T5K4-00246-00063624-00063892 今の商品が配送されていないと
XsnBe13T5K4-00247-00063894-00064157 ユースケースそしてオペレーターの方が
XsnBe13T5K4-00248-00064158-00064463 この内容を確認しているということです
XsnBe13T5K4-00249-00064464-00064673 ここの画面からオートメーションに
XsnBe13T5K4-00250-00064674-00064925 ロボに入ってるのさ
XsnBe13T5K4-00251-00064926-00065182 デジタルワークをキックすると様々な
XsnBe13T5K4-00252-00065183-00065482 とかこれ作られてるんですがここで
XsnBe13T5K4-00253-00065483-00065755 配送状況確認のデジタルワーカーを
XsnBe13T5K4-00254-00065756-00065932 呼び出します
XsnBe13T5K4-00255-00065933-00066394 そうするとですね裏でこのお客様の配送料
XsnBe13T5K4-00256-00066395-00066838 配送商品の情報を
XsnBe13T5K4-00258-00067151-00067421 こういった画面を 実際に 何か 何か 何か
XsnBe13T5K4-00259-00067422-00067697 この5面をプロセスとして簡単に
XsnBe13T5K4-00260-00067698-00068135 作ることができるんですね
XsnBe13T5K4-00261-00068136-00068341 ここで
XsnBe13T5K4-00262-00068342-00068794 再配送したい商品を聞いて、そこから商品を
XsnBe13T5K4-00263-00068795-00069065 番号を入れてお客様が望む
XsnBe13T5K4-00264-00069066-00069413 配送予定日をここで入力すると
XsnBe13T5K4-00265-00069414-00069703 それだけなんですよね
XsnBe13T5K4-00266-00069704-00070169 送信ボタンを押すとBotが走って様々な処理を
XsnBe13T5K4-00267-00070170-00070373 こういったコール中の
XsnBe13T5K4-00268-00070374-00070805 デジタルワーカーを使った自動化の処理に行きたいと思います
XsnBe13T5K4-00269-00070806-00071071 その後ですね
XsnBe13T5K4-00270-00071072-00071393 これが終わった後にアフターフォルワークとして
XsnBe13T5K4-00271-00071394-00071615 実はオペレーターさんというのがですね
XsnBe13T5K4-00272-00071616-00071969 様々なシステムを立ち上げて入力業務をしたり
XsnBe13T5K4-00273-00071970-00072238 メール等をお客様に感謝や
XsnBe13T5K4-00274-00072239-00072437 アンケートを取ったりですね
XsnBe13T5K4-00275-00072438-00072694 そういった部分も
XsnBe13T5K4-00276-00072695-00072941 ベジタルワーカーを使って処理 を
XsnBe13T5K4-00277-00072942-00073223 していくとそんなユースケースの
XsnBe13T5K4-00279-00073295-00073547 裏でこれCRMの方に
XsnBe13T5K4-00280-00073548-00073888 情報を入力したりですね アンケートとか
XsnBe13T5K4-00281-00073889-00074243 メールを送信するのも実は夫が占めしている
XsnBe13T5K4-00282-00074244-00074519 その間にもオペレーターさんは次の
XsnBe13T5K4-00283-00074520-00074843 お客様と交流をしているとその結果ですね
XsnBe13T5K4-00284-00074844-00075076 一般的にはこういったコンタクトセンター
XsnBe13T5K4-00285-00075077-00075413 というのをケーキアイということで
XsnBe13T5K4-00286-00075414-00075661 時間をですね 下げることによって
XsnBe13T5K4-00287-00075662-00076073 ロボットを自動化した結果対応数を上げている
XsnBe13T5K4-00288-00076074-00076450 1人あたりの対応コールを
XsnBe13T5K4-00290-00076751-00077105 結果お客様はですね
XsnBe13T5K4-00291-00077106-00077453 そういうの時間をなくしてですね
XsnBe13T5K4-00292-00077454-00077561 いいな環境
XsnBe13T5K4-00293-00077562-00077788 作ってオペレーターもですねお客様
XsnBe13T5K4-00294-00077789-00078073 集中すると
XsnBe13T5K4-00295-00078074-00078473 簡単ですがデモでございます
XsnBe13T5K4-00296-00078474-00078809 いやゆうさんありがとうございましたもうまさにねあの我々
XsnBe13T5K4-00298-00078895-00079211 コールセンター コンタクトセンターの領域
XsnBe13T5K4-00299-00079212-00079373 私の中でジェネシスとして
XsnBe13T5K4-00302-00079727-00079969 エクスペシャルサービスというのは
XsnBe13T5K4-00303-00079970-00080309 CXに100%集中しているように
XsnBe13T5K4-00304-00080310-00080417 理解
XsnBe13T5K4-00305-00080418-00080621 お話ししたい話なんですけれど
XsnBe13T5K4-00306-00080622-00080999 エクスペリエンスを提供するためには当然従業員
XsnBe13T5K4-00307-00081000-00081238 の体験も良くしていかないといけない
XsnBe13T5K4-00308-00081239-00081521 今のビデオをご覧になった皆さん
XsnBe13T5K4-00309-00081522-00081743 も感じたかと思うんですけどもちろん
XsnBe13T5K4-00310-00081744-00082000 ボリュームの大きいコールセンターになる
XsnBe13T5K4-00311-00082001-00082253 がすごく有効なものになってくる と思います
XsnBe13T5K4-00312-00082254-00082385 んですけど
XsnBe13T5K4-00313-00082386-00082619 という観点でオペレーターさん
XsnBe13T5K4-00314-00082620-00082871 エージェントさんのワークを効率化 していくっていう
XsnBe13T5K4-00315-00082872-00083044 意味合いで本当にセンターの規模
XsnBe13T5K4-00316-00083045-00083209 関係なく
XsnBe13T5K4-00317-00083210-00083375 このロボット
XsnBe13T5K4-00318-00083376-00083500 適切
XsnBe13T5K4-00319-00083501-00083735 特別な業務に使うことによって
XsnBe13T5K4-00320-00083736-00083962 Xにもつながってきますし 最終的に
XsnBe13T5K4-00321-00083963-00084082 高ければ
XsnBe13T5K4-00322-00084083-00084335 満足度の向上にもつながってくる
XsnBe13T5K4-00323-00084336-00084503 スリーションだとすごく分かりやすい
XsnBe13T5K4-00324-00084504-00084762 ビデオであったなと思っております
XsnBe13T5K4-00325-00084763-00085091 実際そのAutomation.ioさん
XsnBe13T5K4-00326-00085092-00085282 昨年ぐらいからね
XsnBe13T5K4-00327-00085283-00085529 いただいていて どんどんクラウド の需要
XsnBe13T5K4-00328-00085530-00085799 増えてきている中 結城さんから見て
XsnBe13T5K4-00329-00085800-00085938 すでに
XsnBe13T5K4-00330-00085939-00086249 Automation Anywhereのお客様または
XsnBe13T5K4-00332-00086363-00086647 どういうような
XsnBe13T5K4-00333-00086648-00086885 Experienceといいますかね
XsnBe13T5K4-00334-00086886-00087275 観点で a さんのユイさんのお考えをず
XsnBe13T5K4-00335-00087276-00087394 ぜひ送りたいと思いますけど
XsnBe13T5K4-00337-00087750-00088087 根拠かなと思います
XsnBe13T5K4-00338-00088088-00088415 私自身はやっぱり
XsnBe13T5K4-00339-00088416-00088691 そこからもっとそうなると思うんですが
XsnBe13T5K4-00340-00088692-00089123 時間というものが非常に重要な
XsnBe13T5K4-00341-00089124-00089356 時間がその際
XsnBe13T5K4-00342-00089357-00089650 あらゆることが可能になってくると思います
XsnBe13T5K4-00343-00089651-00089903 時間がですね
XsnBe13T5K4-00344-00089904-00090088 ということはですね
XsnBe13T5K4-00345-00090089-00090323 やっぱり毎日奇跡が起こっているようなもの
XsnBe13T5K4-00347-00090462-00090755 どういうかごろかなんですがちょっと皆さん想像
XsnBe13T5K4-00348-00090756-00091126 してもらいたい部分なんですが例えば
XsnBe13T5K4-00349-00091127-00091493 朝目が覚めますよね
XsnBe13T5K4-00350-00091494-00091756 皆さんの財布に
XsnBe13T5K4-00351-00091757-00092075 真っさらな24時間というものが
