CFWRJ0FZ1S8-00001-00001898-00002354 クヨクビシチョウ!イジジェデザイン!
NpKrxQrfaBM-00169-00072680-00073484 いきますけれども
NpKrxQrfaBM-00170-00073485-00074117 Kの元というのはKというのは前回の時間にやったと思いますが
NpKrxQrfaBM-00171-00074118-00074423 実数全体ですかそれから複数全体といっているのは
NpKrxQrfaBM-00172-00074424-00074762 今対象にしているから電体の集合ですね
NpKrxQrfaBM-00173-00074763-00075334 をkと書きますが、このkのゲームを
NpKrxQrfaBM-00174-00075335-00075694 成分に持つ
NpKrxQrfaBM-00175-00075695-00076256 前 jim 縁起を演劇列の
NpKrxQrfaBM-00176-00076257-00076654 行列全体を考えることもあります
NpKrxQrfaBM-00177-00076655-00076987 この行列全体を集合
NpKrxQrfaBM-00178-00076988-00077451 それは一つの集合になるわけですけれどもその集合としての表し方というのはいくつか
NpKrxQrfaBM-00179-00077452-00077951 書き方がありまして例えば
NpKrxQrfaBM-00180-00077952-00078207 大文字のNと書いて
NpKrxQrfaBM-00184-00078644-00078883 これでその m 行
NpKrxQrfaBM-00185-00078884-00079186 マスカラはKの弦で
NpKrxQrfaBM-00186-00079187-00079665 M行、N列の行列全体の主語ですね
NpKrxQrfaBM-00187-00079666-00079953 とかですねあとは
NpKrxQrfaBM-00188-00079954-00080363 MAを下の方に書いて
NpKrxQrfaBM-00189-00080364-00080665 スタッフでマッチウェイをされたりとか
NpKrxQrfaBM-00190-00080666-00080787 これから
NpKrxQrfaBM-00191-00080788-00081126 あとは、Kの
NpKrxQrfaBM-00192-00081127-00081567 m かける n 乗というのはなくて、k の m かける n
NpKrxQrfaBM-00194-00081675-00081998 書き方もあります
NpKrxQrfaBM-00196-00082413-00083144 こういった表し方があります
NpKrxQrfaBM-00197-00083145-00083533 この辺はですね教科書で言うとその16ページの
NpKrxQrfaBM-00198-00083534-00083786 下3分の1ぐらいですね
NpKrxQrfaBM-00201-00084499-00084772 で あと さらに この
NpKrxQrfaBM-00202-00084773-00084992 まあ今はその
NpKrxQrfaBM-00203-00084993-00085501 行数mと列nが異なる
NpKrxQrfaBM-00204-00085502-00086087 一般の場合を書いたわけですが
NpKrxQrfaBM-00205-00086088-00087366 場合によっては行数と列数に等しい場合もありまして
NpKrxQrfaBM-00206-00087367-00087613 その場合には
NpKrxQrfaBM-00207-00087614-00088266 この行と列の個数を
NpKrxQrfaBM-00208-00088267-00088458 1個だけ書いて
NpKrxQrfaBM-00209-00088459-00088634 こうすまんたべて
NpKrxQrfaBM-00210-00088635-00089819 いう場合もあります
NpKrxQrfaBM-00211-00089820-00090187 最後のkのm×nの場合は
NpKrxQrfaBM-00212-00090188-00090829 あまりやめることはなくて、MがKでMですかね。
NpKrxQrfaBM-00213-00090830-00091637 そういった表し方があります
NpKrxQrfaBM-00215-00091924-00092497 今スカラーの全体をkという集合で書きましたけれども
NpKrxQrfaBM-00216-00092498-00093121 その文脈から 経緯は明らかな場合ですね例えば 今は実数全体を扱っているとか
NpKrxQrfaBM-00217-00093122-00093364 複素数全体を扱っているということで
NpKrxQrfaBM-00218-00093365-00093800 わざわざ実数全体とか数数全体
NpKrxQrfaBM-00220-00093878-00094072 書く必要もないよと
NpKrxQrfaBM-00222-00094329-00094738 スカラーの集合ですね
NpKrxQrfaBM-00223-00094739-00095402 入れやすいこともあります
NpKrxQrfaBM-00224-00095403-00095643 文脈から
NpKrxQrfaBM-00226-00096359-00096743 ストップ
NpKrxQrfaBM-00227-00096744-00097736 経を略すこともあります
NpKrxQrfaBM-00228-00097737-00098163 例えば
NpKrxQrfaBM-00229-00098164-00098555 大臣の脱却報告をRGMをMAとか
NpKrxQrfaBM-00230-00098556-00098875 それから
NpKrxQrfaBM-00231-00098876-00099362 トラジM
NpKrxQrfaBM-00233-00099587-00099845 これがそのこの
NpKrxQrfaBM-00234-00099846-00100904 量素定例数が等しい場合ですね、などというふうに書く場合もあります。
NpKrxQrfaBM-00235-00100905-00101606 一応ここにありますようなKを括弧の中に入れて書いたりとかそれからKの…
NpKrxQrfaBM-00236-00101607-00102065 肩にMとNを並べて書くような場合には
NpKrxQrfaBM-00237-00102066-00103271 だいたいKは略さないで書きますのでそこは注意してください
NpKrxQrfaBM-00238-00103272-00103801 まず皆さんがこれから付き合う行列
NpKrxQrfaBM-00239-00103802-00104503 その定義は以上ですが、何か言葉の使い方などの質問などありますか?
NpKrxQrfaBM-00240-00104504-00105405 大丈夫ですか
NpKrxQrfaBM-00244-00106064-00107348 行ベクトル列ベクトルという言葉なんですが
NpKrxQrfaBM-00245-00107349-00107927 このDroid Vector and Expressの言葉は前回の時間にやりました
NpKrxQrfaBM-00246-00107928-00108329 n個数ベクトルを横に並べれば行ベクトルで
NpKrxQrfaBM-00247-00108330-00108591 縦なら言うよ
NpKrxQrfaBM-00248-00108592-00109077 いうことをやりましたけれども実はその行列のですね
NpKrxQrfaBM-00249-00109078-00109710 ある特定の行を取り出したり特定の列を取り出したりすることによって
NpKrxQrfaBM-00250-00109711-00110187 業ベクトルとかレスベクトルと呼ぶことができますからその言葉をちょっとここで
NpKrxQrfaBM-00252-00110735-00111469 MN行列
NpKrxQrfaBM-00253-00111470-00111826 これAをですねこのAIJを要素に持つ
NpKrxQrfaBM-00254-00111827-00112092 強烈数。
NpKrxQrfaBM-00255-00112093-00112299 そうしましょう
NpKrxQrfaBM-00256-00112300-00112656 先ほども言いましたけれども、こう書かれた瞬間に、
NpKrxQrfaBM-00257-00112657-00113103 そちらの左側の黒板に書きましたような要素を持つ
NpKrxQrfaBM-00258-00113104-00113557 行列Aだということがピンとくるように進んでください
NpKrxQrfaBM-00259-00113558-00114551 この行列Aに対して
NpKrxQrfaBM-00260-00114552-00114959 この行ベクトルですねAのIという行ベクトルを
NpKrxQrfaBM-00261-00114960-00115356 行列Aの大愛行の要素ですね
NpKrxQrfaBM-00262-00115357-00115752 k の i1 からk の
NpKrxQrfaBM-00263-00115753-00116420 IAの取り出しを作った 箱井行ベクセルを作ることができます
NpKrxQrfaBM-00264-00116421-00117071 この行列Aの大愛業の要素を取り出して作った行ベクトルを
NpKrxQrfaBM-00265-00117072-00117489 これはA、上列Aの
NpKrxQrfaBM-00267-00117734-00118229 同ベクトル
NpKrxQrfaBM-00268-00118230-00118457 それから同じように
NpKrxQrfaBM-00269-00118458-00119128 月ビクトルですね
NpKrxQrfaBM-00270-00119129-00119824 Aのjと書きますけれども、このAのjは行列Aの
NpKrxQrfaBM-00271-00119825-00120404 第10列の要素を
NpKrxQrfaBM-00272-00120405-00121760 並べて
NpKrxQrfaBM-00273-00121761-00122072 作った列壁ですねこれを
NpKrxQrfaBM-00274-00122073-00122483 前の
NpKrxQrfaBM-00275-00122483-00122988 次回 J列2ベクトル
NpKrxQrfaBM-00276-00122989-00123824 ありがとうございます
NpKrxQrfaBM-00277-00123825-00124328 いくつか注意点がありましてまずその行語ベクトル
NpKrxQrfaBM-00278-00124329-00124748 はこのiという文字ができていて列ベクトルはjという
NpKrxQrfaBM-00279-00124749-00125196 じゃあIとJは一体いくつかっていう話ですね
NpKrxQrfaBM-00280-00125197-00125598 このIとJは実は
NpKrxQrfaBM-00281-00125599-00125995 何行取ってきたかっていうことで変わってきますので
NpKrxQrfaBM-00282-00125996-00126382 今AはM行N列ですから
NpKrxQrfaBM-00283-00126383-00126769 そうすると、Iは行の番号ですよね。
NpKrxQrfaBM-00284-00126770-00126958 今日の番号ですから
NpKrxQrfaBM-00286-00127205-00127573 替え部の範囲をとります
NpKrxQrfaBM-00287-00127574-00128160 それからと列ベクトル放題さあこの j が 取る範囲ですけど今
NpKrxQrfaBM-00288-00128161-00128413 列の数が
NpKrxQrfaBM-00289-00128414-00128763 n ですから j は
NpKrxQrfaBM-00290-00128764-00128956 1からL
NpKrxQrfaBM-00292-00129675-00129879 ここまでいいですか?
NpKrxQrfaBM-00293-00129880-00130089 それと
NpKrxQrfaBM-00294-00130090-00130638 これは言葉の使い方としてちょっと皆さんに注意していただきたいんですけれども
NpKrxQrfaBM-00296-00130751-00130903 この段に
NpKrxQrfaBM-00297-00130904-00131122 なんとかって使い方ですね
NpKrxQrfaBM-00298-00131123-00131598 多分高校までの数学ではあまりなじみが
NpKrxQrfaBM-00299-00131599-00131800 あのー
NpKrxQrfaBM-00300-00131801-00132349 それほど馴染みがなかったかもしれません例えば愛情と大愛情
NpKrxQrfaBM-00302-00132416-00132934 J列と第2J列、代をつけるとつけないで、一体どんな違いがあるか。
NpKrxQrfaBM-00303-00132935-00133537 説明できる人どのくらいいますか
NpKrxQrfaBM-00304-00133538-00134614 大愛業とはただの愛業ってこういう違いがあると
NpKrxQrfaBM-00305-00134615-00135045 もしかしたら皆さんわかってるかもしれないわかっていて
NpKrxQrfaBM-00306-00135046-00135357 今更そういうこと言われる必要もないかもしれないですけれども
NpKrxQrfaBM-00307-00135358-00135673 一応確認しておきますと
NpKrxQrfaBM-00308-00135674-00136113 あの愛行っていう場合にはその
NpKrxQrfaBM-00309-00136114-00136377 例えば両列Aは
NpKrxQrfaBM-00310-00136378-00136750 M行ありますというようにその行の個数を指す場合が
NpKrxQrfaBM-00311-00136751-00137182 例えば愛業だったら 愛業ありますとか
NpKrxQrfaBM-00312-00137183-00137350 その両おさそだいがあります
NpKrxQrfaBM-00313-00137351-00137977 多いと思いますそれに対してこの大愛用って大がついていたものっていうのは何番目
NpKrxQrfaBM-00314-00137978-00138091 いいですね
NpKrxQrfaBM-00315-00138092-00138259 そこの場合ですと
NpKrxQrfaBM-00316-00138260-00138889 上から数えてi番目といったような そういう位置を表したり
NpKrxQrfaBM-00318-00138924-00139541 ことがありますからですので数学でもその愛尿っていう場合とそれが大愛尿
NpKrxQrfaBM-00319-00139542-00140045 いう場合では大きく意味が異なる場合が ありますのでそれはきっちりよく考えて
NpKrxQrfaBM-00320-00140046-00140235 その言葉を使ってほしいと思います
NpKrxQrfaBM-00321-00140236-00140871 多分この辺はもしかすると他のスマートの授業、例えば練習の授業で指摘されるかもしれません。
NpKrxQrfaBM-00322-00140872-00141322 気をつけてみましょう
NpKrxQrfaBM-00323-00141323-00143776 ここまでありますか?よさそうですね
NpKrxQrfaBM-00324-00143777-00144725 しばらくはですねいろいろ言葉が出てきますのでそれを片っ端から解説を
NpKrxQrfaBM-00325-00144726-00145586 にしていきましょう
NpKrxQrfaBM-00326-00145587-00146487 次に出てくる言葉は実行列とか
NpKrxQrfaBM-00327-00146488-00147649 それから、まあ、服装行列といったことも。
NpKrxQrfaBM-00328-00147650-00147984 でこれは多分あの
NpKrxQrfaBM-00330-00148144-00148620 見れば、ああそうかで終わりだと思うんですけれども
NpKrxQrfaBM-00331-00148621-00148933 エメージョ行列がありまして
NpKrxQrfaBM-00332-00148934-00149122 あ、その
NpKrxQrfaBM-00333-00149123-00149743 成分ですね。その成分が
NpKrxQrfaBM-00334-00149744-00150110 全て
NpKrxQrfaBM-00335-00150111-00150679 例えば実数であれば
NpKrxQrfaBM-00336-00150680-00151352 これは実業率と言います
NpKrxQrfaBM-00337-00151353-00152416 それから成分が全て複素数でありね
NpKrxQrfaBM-00338-00152417-00153640 これは即曜日です。
NpKrxQrfaBM-00339-00153641-00154009 という程度のものですね
NpKrxQrfaBM-00340-00154010-00155409 一応言葉として覚えておいてください
NpKrxQrfaBM-00341-00155410-00155848 ですので皆さんにとっては自明だと思われることは
NpKrxQrfaBM-00342-00155849-00156435 わざわざ頑張ってノートに書かなくてもいいですので
NpKrxQrfaBM-00343-00156436-00156785 適宜
NpKrxQrfaBM-00345-00157005-00157383 この数学は
NpKrxQrfaBM-00346-00157384-00157620 手が疲れると思いますので
NpKrxQrfaBM-00347-00157621-00158092 僕もいろんな人の話を聞きますと
NpKrxQrfaBM-00348-00158093-00158668 線形台数の講義はひたすら写すので大変手が疲れるという
NpKrxQrfaBM-00349-00158669-00158929 話を聞くことがよくあります
NpKrxQrfaBM-00350-00158930-00159202 ですのでなるべく
NpKrxQrfaBM-00351-00159203-00159418 疲れないように
NpKrxQrfaBM-00352-00159419-00159714 コーディノートのコピーなんかも後で
NpKrxQrfaBM-00353-00159715-00159942 見慣れるようにしておきますので
NpKrxQrfaBM-00354-00159943-00160023 そう
NpKrxQrfaBM-00355-00160024-00160329 そうですねペースタイムをうまく考えるといいかもしれませんね
NpKrxQrfaBM-00356-00160330-00160766 流していいところと集中して理解に努めるところっていうのをメリハリをつける
NpKrxQrfaBM-00357-00160767-00161019 いいんじゃないかと思いま
NpKrxQrfaBM-00359-00161314-00161646 一応次の言葉は
NpKrxQrfaBM-00361-00162472-00162871 これも多分皆さんすぐ言葉の意味
NpKrxQrfaBM-00362-00162872-00163304 名前からは差し扱っておりますが
NpKrxQrfaBM-00364-00163450-00164034 面行列の
NpKrxQrfaBM-00365-00164035-00164459 全ての成分が
NpKrxQrfaBM-00368-00164947-00165877 これを0行にして、
NpKrxQrfaBM-00369-00165878-00166126 もちろんしてはこの
NpKrxQrfaBM-00370-00166127-00166681 数行ゼロじゃなくてこのアルファベットの大文字のOのような形で使った
NpKrxQrfaBM-00373-00166947-00167676 行数といえ、数を明記する必要がある場合には、小文字からの添え字でOのMAで。
NpKrxQrfaBM-00374-00167677-00167965 もしくは
NpKrxQrfaBM-00375-00167966-00168397 文脈から行をやれずの
NpKrxQrfaBM-00376-00168398-00168889 数がよく分かっている場合とかそれからいちいち説明する必要はない場合とかに
NpKrxQrfaBM-00377-00168890-00169114 そういう時はただ単にこのOと
NpKrxQrfaBM-00378-00169115-00171098 お願いします
NpKrxQrfaBM-00379-00171099-00171440 ちょっと一応ですねこれ返して思ったんですけれども
NpKrxQrfaBM-00380-00171441-00171637 もしかして皆さんの中に
NpKrxQrfaBM-00381-00171638-00172127 M&Aの行列の全ての成分がゼロって言われた時に
NpKrxQrfaBM-00382-00172128-00172721 じゃあその行列ってどの行列もゼロ成分に用いるのと
NpKrxQrfaBM-00383-00172722-00173225 だからこういうゼロ行列がないような世界っていうのはあるのかなっていう
NpKrxQrfaBM-00384-00173226-00173762 自分に思った人がいたとしたらその人は相当その
NpKrxQrfaBM-00385-00173763-00173997 数学的な
NpKrxQrfaBM-00386-00173998-00174300 感覚はするのより感性がするのよりとにかく
NpKrxQrfaBM-00387-00174301-00174890 そういう探究心にあふれている人だと思いますので、ぜひ数学を勉強してほしいと思います。
NpKrxQrfaBM-00388-00174891-00175113 えーと
NpKrxQrfaBM-00389-00175114-00175345 実は
NpKrxQrfaBM-00390-00175346-00175951 どんな力にも、0は存在するということはあらかじめわかっています。
NpKrxQrfaBM-00391-00175952-00176167 なぜかというと
NpKrxQrfaBM-00392-00176168-00176536 線形台数が対象にする不納を
NpKrxQrfaBM-00394-00176655-00177089 スカラーですねスカラーもしくはスカラー実数ですとか複数を始めとって
NpKrxQrfaBM-00395-00177090-00177836 どんな世界でも基本的に単位と呼ばれる数学的な構造
NpKrxQrfaBM-00396-00177837-00178000 はい、というわ
NpKrxQrfaBM-00397-00178001-00178549 その単位という数学的な構造では このゼロを必ず持つということとされていますので
NpKrxQrfaBM-00398-00178550-00179272 ですので、ゼロ行列というのは大体どの世界の行列でも存在すると。
NpKrxQrfaBM-00399-00179273-00179561 そこは心配しなくても大丈夫です
NpKrxQrfaBM-00400-00179562-00180799 一応それだけ補足しておきます
NpKrxQrfaBM-00401-00180800-00181465 もうちょっと言葉の経緯がいろいろ続くんですが
NpKrxQrfaBM-00403-00181683-00182630 あと3、4つですかね。次、正方形列ということもあります。
NpKrxQrfaBM-00404-00182631-00183141 追放行列はその
NpKrxQrfaBM-00405-00183142-00183513 業務の数とレスの数が等しい
NpKrxQrfaBM-00406-00183514-00183820 行列ですね ゲネーネ行列
NpKrxQrfaBM-00409-00184325-00184856 NM行列をエネジー
NpKrxQrfaBM-00410-00184857-00185527 脳が入った場合にはやはり成功強です
NpKrxQrfaBM-00411-00185528-00186007 ですとか
NpKrxQrfaBM-00412-00186008-00186254 成功も省いて
NpKrxQrfaBM-00414-00186399-00186823 上立
NpKrxQrfaBM-00417-00187763-00188189 それからと まあの a ですね
NpKrxQrfaBM-00419-00188359-00188854 AIJを要素に持つような行列系が
NpKrxQrfaBM-00420-00188855-00190219 -成功行列の引きに
NpKrxQrfaBM-00421-00190220-00190452 このANIIという要素
NpKrxQrfaBM-00423-00190917-00191145 はい、これ1からNまで
NpKrxQrfaBM-00424-00191146-00191704 撮るんですけれどもこれを
NpKrxQrfaBM-00425-00191705-00192310 はい、どうも。
NpKrxQrfaBM-00427-00192537-00193133 読みます
NpKrxQrfaBM-00429-00193356-00194062 もう少し図で書くと
NpKrxQrfaBM-00430-00194063-00194554 このAの1,1からですね始まってこのAのN,Nまでこう斜めに
NpKrxQrfaBM-00431-00194555-00194837 降りていく
NpKrxQrfaBM-00433-00195011-00196329 Aは配格成分といいます
NpKrxQrfaBM-00434-00196330-00198306 ここまでですか
NpKrxQrfaBM-00435-00198307-00199254 次に定義する言葉は
NpKrxQrfaBM-00436-00199255-00199652 単位上位進行
NpKrxQrfaBM-00438-00201516-00201903 これがNHCの正方行列で
NpKrxQrfaBM-00439-00201904-00202622 先に記号から書いてしまいますけれども
NpKrxQrfaBM-00440-00202623-00203696 ENと書きまして
NpKrxQrfaBM-00441-00203697-00204863 全ての対角成分が1で
NpKrxQrfaBM-00442-00204864-00206102 残りの全ての成分が0ですね
NpKrxQrfaBM-00443-00206103-00206389 こういう行列を
NpKrxQrfaBM-00444-00206390-00208463 N字単位行列で見ます。
NpKrxQrfaBM-00445-00208464-00208756 文脈から
NpKrxQrfaBM-00446-00208757-00209182 あのー、D2のですね、Nが
NpKrxQrfaBM-00447-00209183-00209508 明らかな台が単にいいというふうになります
NpKrxQrfaBM-00448-00209509-00209823 こともあります
NpKrxQrfaBM-00449-00209825-00210344 それから行列を書く際にしばしば行われる略記法なんですが
NpKrxQrfaBM-00450-00210346-00210796 ここにありますように
NpKrxQrfaBM-00451-00210798-00211173 なんかゼロみたいなのがこう
NpKrxQrfaBM-00452-00211173-00211641 ミニウエット被害者に書かれていますけれども、そのゼロの要素がたくさんある場合には、
NpKrxQrfaBM-00453-00211642-00211956 大きなゼロかもしくはオーのような希望で
NpKrxQrfaBM-00454-00211957-00212169 リラックスすることもありますので
NpKrxQrfaBM-00455-00212169-00212748 じゃあこういうふうに書かれても他の要素は一体どこ行ったかって心配は
NpKrxQrfaBM-00456-00212750-00213215 つないでああこここれはこう全部国家の良さで無ゼロなんだなっていうふうに あの
NpKrxQrfaBM-00457-00213216-00214941 受け取ってください
NpKrxQrfaBM-00458-00214942-00215427 ここまでで教科書ですと大体17ページの
NpKrxQrfaBM-00459-00215428-00215635 真ん中から辺まで
NpKrxQrfaBM-00460-00215636-00215857 ました
NpKrxQrfaBM-00461-00215858-00216367 次にですね、ちょっと
NpKrxQrfaBM-00462-00216369-00216717 先期代表でこれからしばしば使われる記号を提示
NpKrxQrfaBM-00463-00216719-00218896 しますけれどもプロネクラデータと呼ばれるのです
NpKrxQrfaBM-00464-00218898-00219525 えっクロネッカーはその19世紀のドイツ のスナックションの
NpKrxQrfaBM-00466-00219750-00220346 ですけれども
NpKrxQrfaBM-00467-00220346-00221380 iとjをその自然数としたときに
NpKrxQrfaBM-00468-00221381-00221631 デルタEJという記号を
NpKrxQrfaBM-00469-00221632-00221942 次のようにケーキ
NpKrxQrfaBM-00470-00221942-00222401 実際にはこのiとjに自然数が入って
NpKrxQrfaBM-00471-00222402-00222923 デルタの1とかデルタの2とかデルタの5とかそういうものを扱う
NpKrxQrfaBM-00472-00222923-00223582 このiとjの値が等しい倍と等しくない倍で、このディル対jの値を
NpKrxQrfaBM-00474-00223735-00224067 で、あの年が年いい場合にはこれ
NpKrxQrfaBM-00475-00224069-00224296 1を表しましょう
NpKrxQrfaBM-00476-00224296-00225619 0としましょう
NpKrxQrfaBM-00477-00225621-00227066 これを
NpKrxQrfaBM-00478-00227067-00227732 強化分にも入ってみると思いますが
NpKrxQrfaBM-00479-00227733-00228187 コーネッカーのデルタ
NpKrxQrfaBM-00480-00228188-00228546 もしくはデルタ記号ですね
NpKrxQrfaBM-00481-00228548-00231160 そう言います。
NpKrxQrfaBM-00482-00231161-00231679 このクロネカのデータに関しては教科書に書いてあることが
NpKrxQrfaBM-00483-00231680-00232062 で教科書の17ページの
NpKrxQrfaBM-00484-00232063-00232354 下から1,2,3,4,5,6
NpKrxQrfaBM-00485-00232355-00232851 な何を目ですかね 8
NpKrxQrfaBM-00486-00232852-00233140 おやなし
NpKrxQrfaBM-00487-00233141-00233435 線上列ENというのを
NpKrxQrfaBM-00488-00233436-00234067 クロネッカーのデルタを使って
NpKrxQrfaBM-00489-00234069-00234392 ディレクターイージーエイト
NpKrxQrfaBM-00491-00234623-00235228 書いてますが皆さん実感は湧きますかね
NpKrxQrfaBM-00492-00235229-00235666 どういうことを言ってるかというと
NpKrxQrfaBM-00493-00235667-00236256 このENという行列は、デルタEJという成分から成り立っていますと。
NpKrxQrfaBM-00494-00236257-00236778 デルタIJはどういう成分かというと、ここにクロニカルのデルタを使っているので、
NpKrxQrfaBM-00495-00236779-00237080 このiとjが等しい
NpKrxQrfaBM-00496-00237081-00237203 例えばその
NpKrxQrfaBM-00497-00237204-00237926 2行2列とか4行4列とかそういう場所の成分は1ですよとそれ以外例えば
NpKrxQrfaBM-00498-00237927-00238262 例えば5行3列とか7行6列とか
NpKrxQrfaBM-00499-00238263-00238446 ライト税が等しくない
NpKrxQrfaBM-00501-00238669-00239226 いうことをこれで表しているわけですねですので一言で表すことで
NpKrxQrfaBM-00502-00239227-00239658 これを単位両立水準に表すことができます
NpKrxQrfaBM-00503-00239659-00239881 それでは
NpKrxQrfaBM-00504-00239882-00240264 多少ですねこう
NpKrxQrfaBM-00505-00240265-00240442 リンクの量を省く。
NpKrxQrfaBM-00506-00240442-00241075 ために作られた記号としても使えると思います。
NpKrxQrfaBM-00507-00241076-00241419 ここまでの質問ありましたら
NpKrxQrfaBM-00508-00241421-00241802 はい
NpKrxQrfaBM-00509-00241803-00242189 あともうちょっと行列の和とスカラバイの定義まで
NpKrxQrfaBM-00511-00242210-00242380 いきますけれども
NpKrxQrfaBM-00512-00242381-00243167 その前に
NpKrxQrfaBM-00513-00243169-00243710 ベクトルが等しいという概念を定義したように行列も等しいということを概念を定義した
NpKrxQrfaBM-00514-00243711-00244558 続きましょう
NpKrxQrfaBM-00515-00244559-00244978 8聞いた時に多分多くの人はその
NpKrxQrfaBM-00516-00244979-00245464 どうやって行列が等しいと整理するか
NpKrxQrfaBM-00517-00245465-00246025 思い当たるんではないかと思いますねはい
NpKrxQrfaBM-00518-00246026-00246483 MN行列ですねMN行列
NpKrxQrfaBM-00520-00246685-00246959 a の ig を成分に移す
NpKrxQrfaBM-00523-00247405-00247616 myjをセーブに持つ
NpKrxQrfaBM-00524-00247617-00248262 行列Bが
NpKrxQrfaBM-00526-00248911-00249987 これはベクテルの時と同じように
NpKrxQrfaBM-00527-00249988-00250735 各成分が全部等しいというときに、この2つの行列は等しいというふうに定義します。
NpKrxQrfaBM-00528-00250736-00251152 ですのでこの愛愛が
NpKrxQrfaBM-00529-00251153-00251728 を1からMまで変えていって、それからJを
NpKrxQrfaBM-00530-00251729-00252215 1から0まで変えていって全ての組み合わせに対して
NpKrxQrfaBM-00531-00252216-00252701 行列AのIJ7とそれから行列BのIJ7
NpKrxQrfaBM-00532-00252702-00252830 等しい
NpKrxQrfaBM-00534-00252948-00253123 さようなら
NpKrxQrfaBM-00535-00253125-00253827 行列AとBは等しいということにします
NpKrxQrfaBM-00536-00253828-00254450 このことをですねこの時
NpKrxQrfaBM-00538-00258342-00258825 くれぐれも言っておきますけど自分が当たり前だと思ったところは無理ですよね
NpKrxQrfaBM-00539-00258826-00258948 必要ないですから
NpKrxQrfaBM-00540-00258948-00259276 教科書にも書いてますんでこの辺はよく
NpKrxQrfaBM-00542-00259502-00262210 考えて書いてください
NpKrxQrfaBM-00543-00262211-00262804 ということでここまできてですねようやくその行列のワトスカラー倍の定義をしたいと思います
NpKrxQrfaBM-00544-00262805-00262975 思います
NpKrxQrfaBM-00545-00262976-00263132 でも大体
NpKrxQrfaBM-00546-00263133-00263790 ベクトルのWattScalarバイとですねほぼやり方は一緒ですので
NpKrxQrfaBM-00548-00263933-00265501 そんなに難しくはないと思います
NpKrxQrfaBM-00549-00265502-00265975 概念自体は難しくないとは思うんですけれども、どちらかというと、
NpKrxQrfaBM-00550-00265976-00266476 書き方が今まであまり慣れていなかった書き方が出てくる場合があるかもしれませんので
NpKrxQrfaBM-00551-00266477-00267121 そこは注意してみてください
NpKrxQrfaBM-00552-00267122-00267418 AとBというのを共に
NpKrxQrfaBM-00554-00267555-00268032 Kをスカナスカナ行きたい
NpKrxQrfaBM-00555-00268033-00268379 M行N列も行列とします
NpKrxQrfaBM-00556-00268380-00268754 こういった書き方もしますので、ちょっと注意してください。
NpKrxQrfaBM-00558-00269221-00269738 行列AはAIジョブセーブに入ります
NpKrxQrfaBM-00560-00269930-00270015 3
NpKrxQrfaBM-00562-00270226-00270403 PIGを整備に行きます
NpKrxQrfaBM-00563-00270404-00270684 濃い行列としましょう
NpKrxQrfaBM-00566-00273118-00273219 よー
NpKrxQrfaBM-00568-00273317-00273730 IJプラスBのIJ
NpKrxQrfaBM-00571-00274495-00275244 行列をAとB
NpKrxQrfaBM-00573-00275428-00275991 わといいまして
NpKrxQrfaBM-00574-00275992-00276483 これを
NpKrxQrfaBM-00575-00276484-00277629 プラスBという文法で表します
NpKrxQrfaBM-00576-00277630-00279092 教科書にはどのように書かれているかというと
NpKrxQrfaBM-00577-00279093-00279454 このように描かれていますね
NpKrxQrfaBM-00578-00279455-00280228 今日この右辺の希望の読み方に注意してもらいたいんですけれどもこれは
NpKrxQrfaBM-00579-00280229-00280446 この
NpKrxQrfaBM-00580-00280447-00280916 公営国が表せる行列というのはその各成分が
NpKrxQrfaBM-00581-00280917-00281359 IJ成分は
NpKrxQrfaBM-00582-00281360-00281875 行列AのIJ成分と行列BのIJ成分の和ですよという意味のことを
NpKrxQrfaBM-00583-00281876-00282121 ような式で書きますので
NpKrxQrfaBM-00584-00282122-00282433 この辺はちょっとあまり高校時代はなじみがないと思うんですよね
NpKrxQrfaBM-00585-00282434-00283075 よく手をつけて押さえてください。
NpKrxQrfaBM-00586-00283076-00283511 で、これがですね、どういう意味かっていうと、
NpKrxQrfaBM-00587-00283512-00284227 教科書ですとページめくって18ページの
NpKrxQrfaBM-00588-00284228-00284570 と定めるすなわちの次に続く
NpKrxQrfaBM-00589-00284571-00284813 2行目3行目の式ですね
NpKrxQrfaBM-00590-00284814-00285113 各成分の和
NpKrxQrfaBM-00591-00285114-00285611 を成分に持つような行列ですねAとBの各成分の和を
NpKrxQrfaBM-00592-00285612-00285995 ID7に持つような行列をAとBの
NpKrxQrfaBM-00594-00286172-00286880 いうふうに今定めます
NpKrxQrfaBM-00595-00286881-00287099 ここまでついてた
NpKrxQrfaBM-00596-00287100-00287572 教科書ではこの時ツキヤになりたつと思っていくつかの性質が書かれていますけれども
NpKrxQrfaBM-00598-00292405-00292856 ここでは
NpKrxQrfaBM-00600-00293331-00294144 M行N列の行列とおきまして
NpKrxQrfaBM-00601-00294145-00294689 各成分がAijであるような行列としましょう
NpKrxQrfaBM-00602-00294690-00295027 それから、
NpKrxQrfaBM-00603-00295028-00295196 Cは
NpKrxQrfaBM-00604-00295197-00295706 これ定数ですね。スカラーと呼ばれますが。
NpKrxQrfaBM-00605-00295707-00296713 これの時
NpKrxQrfaBM-00607-00296950-00297126 この元の
NpKrxQrfaBM-00608-00297127-00297455 行列セーブのCバイ
NpKrxQrfaBM-00609-00297456-00297757 CかけるAのYG
NpKrxQrfaBM-00610-00297758-00298813 であるような行列を
