c9wg9nmod64-00000-00000048-00000316 寝たらスマホを出たいんだけど。来年。
jxbv1QyDrPg-00219-00064575-00064778 Resource ID 2のテキスト値には
jxbv1QyDrPg-00220-00064779-00065030 ドットと入力します
jxbv1QyDrPg-00221-00065032-00065279 Resource ID 3のテキスト値にはブロックがあります。
jxbv1QyDrPg-00222-00065280-00065557 と入力します
jxbv1QyDrPg-00223-00065558-00065866 これら2つのリソーステキストは、
jxbv1QyDrPg-00224-00065867-00066175 カードではなく固定のテキスト値 を
jxbv1QyDrPg-00225-00066176-00066482 出力するために使用します
jxbv1QyDrPg-00226-00066483-00066767 最後にキャンバスタブを選択し、コンテンツを選択します。
jxbv1QyDrPg-00227-00066768-00067269 ページの編集に戻ります
jxbv1QyDrPg-00228-00067270-00067542 アナログ入力の整数部を表示する
jxbv1QyDrPg-00229-00067543-00067848 テキストウィジェットを追加します
jxbv1QyDrPg-00230-00067849-00068067 画面上側、ミュートタブより
jxbv1QyDrPg-00231-00068068-00068250 テキストリデアウィジェットを選択
jxbv1QyDrPg-00232-00068251-00068670 ご視聴ありがとうございました
jxbv1QyDrPg-00233-00068671-00068946 画面右側プロパティメニューで
jxbv1QyDrPg-00234-00068947-00069275 エグジェクトの設定を行います
jxbv1QyDrPg-00235-00069276-00069470 ネームメニューでビジットの名前
jxbv1QyDrPg-00236-00069471-00069742 を認証します
jxbv1QyDrPg-00237-00069743-00069943 テキストエリアのサイズを固定する
jxbv1QyDrPg-00239-00070057-00070203 オートサイズチェックボックス
jxbv1QyDrPg-00240-00070204-00070522 チェックを外します
jxbv1QyDrPg-00241-00070523-00070706 ボケーションメニューで
jxbv1QyDrPg-00242-00070707-00070901 テキストエリアウィジェットの
jxbv1QyDrPg-00243-00070902-00071123 テキストエリアのサイズを
jxbv1QyDrPg-00244-00071124-00071397 入力します
jxbv1QyDrPg-00245-00071398-00071658 位相ステキストを使用するために
jxbv1QyDrPg-00246-00071659-00071913 テキストメニューよりリソースタブを押すと
jxbv1QyDrPg-00247-00071914-00072154 託します
jxbv1QyDrPg-00248-00072155-00072346 リソースIDプルダウンメニュー
jxbv1QyDrPg-00249-00072347-00072523 から使用したい
jxbv1QyDrPg-00250-00072524-00072974 リソーステキストを選択します。
jxbv1QyDrPg-00251-00072975-00073193 ワイルドカードボタンを選択
jxbv1QyDrPg-00252-00073194-00073460 プルダウンメニューにてuse wildcard
jxbv1QyDrPg-00253-00073461-00073670 カードバッファー、チェックボックスに
jxbv1QyDrPg-00254-00073671-00073974 入れます
jxbv1QyDrPg-00255-00073975-00074456 カラーメニューで、ウィジェットの色を設定します。
jxbv1QyDrPg-00256-00074457-00074571 最後に
jxbv1QyDrPg-00257-00074572-00074849 ウィジェットツリー上で作成したテキストを
jxbv1QyDrPg-00258-00074850-00075176 エキストウィジェットコンテナページ1以下に移動
jxbv1QyDrPg-00259-00075177-00075669 させます
jxbv1QyDrPg-00260-00075670-00075960 同様に、アナログ値の小数部表示を
jxbv1QyDrPg-00261-00075961-00076359 のテキストビジェットを追加して いきます
jxbv1QyDrPg-00262-00076360-00076548 ウィジェットメニューよりテキストより
jxbv1QyDrPg-00263-00076549-00077115 ウィジェットを選択します
jxbv1QyDrPg-00264-00077116-00077478 先ほど作成した整数部表示をテキストを作成します。
jxbv1QyDrPg-00265-00077479-00078102 同様に設定を行います
jxbv1QyDrPg-00266-00078103-00078312 設定が終わりましたら
jxbv1QyDrPg-00267-00078313-00078441 テキストウィジェットを
jxbv1QyDrPg-00268-00078442-00078699 ウィジェットツリー上でスワイプコンテンツを
jxbv1QyDrPg-00269-00078700-00079278 ページ1内にドラッグします
jxbv1QyDrPg-00270-00079279-00079536 小数点を示すテキストウィジェット
jxbv1QyDrPg-00271-00079537-00079733 追加します
jxbv1QyDrPg-00272-00079734-00079865 ウィジェットメニューより
jxbv1QyDrPg-00273-00079866-00080036 テキストエリアウィジェットを選択します
jxbv1QyDrPg-00274-00080037-00080361 ご視聴ありがとうございました
jxbv1QyDrPg-00275-00080362-00080514 先ほどと同様
jxbv1QyDrPg-00276-00080515-00080688 テキストエリアウィジェットの設定
jxbv1QyDrPg-00277-00080689-00080983 行います
jxbv1QyDrPg-00278-00080984-00081325 ここでは、小数点を表すリソーステキストを使っています。
jxbv1QyDrPg-00279-00081326-00081555 使用するため
jxbv1QyDrPg-00280-00081556-00081753 Resource ID Pulldown Menu
jxbv1QyDrPg-00281-00081754-00082059 リソースID2を選択することに
jxbv1QyDrPg-00282-00082060-00082492 してください
jxbv1QyDrPg-00283-00082493-00082798 設定が終わりましたら、最後に作成した画面をクリックします。
jxbv1QyDrPg-00284-00082799-00083035 テキストウィジェットをコンテナページ
jxbv1QyDrPg-00285-00083036-00083546 位置に移動させます
jxbv1QyDrPg-00286-00083547-00083942 電圧の単位を表すテキストを同様の手順で
jxbv1QyDrPg-00287-00083943-00084459 いいかしま
jxbv1QyDrPg-00288-00084460-00084753 小数点を表すテキストウィジェットと
jxbv1QyDrPg-00289-00084754-00085017 に設定をしていきます
jxbv1QyDrPg-00290-00085018-00085307 リソースID2、リソースID3を選択します。
jxbv1QyDrPg-00291-00085308-00085928 ご協力いただきありがとうございます
jxbv1QyDrPg-00292-00085929-00086210 設定がすべて終わりましたら、先ほどと同じように、
jxbv1QyDrPg-00293-00086211-00086510 作成したテキストウィジェットを
jxbv1QyDrPg-00294-00086511-00087060 ページ1に移動させます
jxbv1QyDrPg-00295-00087061-00087281 ここからは、
jxbv1QyDrPg-00296-00087282-00087644 ご視聴ありがとうございました
jxbv1QyDrPg-00297-00087645-00088229 続くインテロを有効化させる手順を説明します。
jxbv1QyDrPg-00298-00088230-00088487 ADCさんのin0は
jxbv1QyDrPg-00299-00088488-00088691 f 746 discovery
jxbv1QyDrPg-00300-00088692-00089141 PIN A0に割り当てられます
jxbv1QyDrPg-00301-00089142-00089408 まずプロジェクトフォルダ直下にある
jxbv1QyDrPg-00302-00089409-00089684 .IOCファイルをダブルクリックし
jxbv1QyDrPg-00303-00089685-00089945 STM32-QVMXを起用します。
jxbv1QyDrPg-00304-00089946-00090194 ます
jxbv1QyDrPg-00305-00090195-00090449 その際ここに示すようなワーニング画面を
jxbv1QyDrPg-00306-00090450-00090704 出ましたら最新のキーブファームや
jxbv1QyDrPg-00307-00090705-00090938 に更新する必要がありますので
jxbv1QyDrPg-00308-00090939-00091109 マイグレートボタンをクリックして、
jxbv1QyDrPg-00309-00091110-00091544 ください
jxbv1QyDrPg-00310-00091545-00091826 STM32 CubeMXを起動
jxbv1QyDrPg-00311-00091827-00092201 画面左側のメニューよりアナログ
jxbv1QyDrPg-00312-00092202-00092616 ADC3を選択します。
jxbv1QyDrPg-00313-00092617-00092748 ADCさん
jxbv1QyDrPg-00314-00092749-00092813 モードアップ
jxbv1QyDrPg-00315-00092814-00092994 次に、コンフィギュレーション画面に
jxbv1QyDrPg-00316-00092995-00093616 in0をチェックします
jxbv1QyDrPg-00317-00093617-00093874 続き
jxbv1QyDrPg-00318-00093875-00094210 を使用してフリーアルトス関連 の設定を行います
jxbv1QyDrPg-00319-00094211-00094368 ご視聴ありがとうございました
jxbv1QyDrPg-00320-00094369-00094692 はじめに、画面左側のミドルウェアタブに、
jxbv1QyDrPg-00321-00094693-00095075 FreeALTOSを選択します
jxbv1QyDrPg-00322-00095076-00095339 デフォルトタスクを編集して
jxbv1QyDrPg-00323-00095340-00095742 AD変換のためのタスクを作成します
jxbv1QyDrPg-00325-00095866-00096210 機能内のタスク&キュータブをクリックし
jxbv1QyDrPg-00326-00096211-00096417 タスク一覧にあるデフォルトタスク
jxbv1QyDrPg-00327-00096418-00096785 をダブルクリックします
jxbv1QyDrPg-00328-00096786-00096976 タスクネームおよびエントリー
jxbv1QyDrPg-00329-00096977-00097235 ファンクションの名前を変更し、OK。
jxbv1QyDrPg-00330-00097236-00097667 をクリックします
jxbv1QyDrPg-00331-00097668-00098051 以上でADCの入力ピンの設定及び
jxbv1QyDrPg-00332-00098052-00098447 FreeALTOS関連の設定は終わりです。
jxbv1QyDrPg-00333-00098448-00098776 画面右上、Generate Codeをクリックし、
jxbv1QyDrPg-00334-00098777-00099198 ソースコードを更新します
jxbv1QyDrPg-00336-00099313-00099573 タッチFXボードセットアップ
jxbv1QyDrPg-00337-00099574-00099849 Ver.3.0以降では、
jxbv1QyDrPg-00338-00099850-00100095 この IDE が kube-id になっていますので
jxbv1QyDrPg-00340-00100168-00100416 EWARMを使用する場合には
jxbv1QyDrPg-00341-00100417-00100683 プロジェクトマネージャータブ
jxbv1QyDrPg-00342-00100684-00100932 ツールチェーンIDEをクリックし、
jxbv1QyDrPg-00343-00100933-00101502 EWRも選択してください
jxbv1QyDrPg-00344-00101503-00101799 ここまで終了しましたらGUIコンテンツ
jxbv1QyDrPg-00345-00101800-00102012 のコードを生成します
jxbv1QyDrPg-00346-00102013-00102273 TGFXデザイナーに戻り
jxbv1QyDrPg-00347-00102274-00102513 右下のGenerate Codeボタンをクリック
jxbv1QyDrPg-00348-00102514-00102954 ご視聴ありがとうございました
jxbv1QyDrPg-00349-00102955-00103203 ここからはADCの変換を行うための
jxbv1QyDrPg-00350-00103204-00103630 記述をコードに追加していきます
jxbv1QyDrPg-00351-00103631-00103879 ADCさんに入力されたアナログチーム
jxbv1QyDrPg-00352-00103880-00104149 デジタル宇宙に変換するタスクを
jxbv1QyDrPg-00353-00104150-00104521 アルトスのタスクとして記述します
jxbv1QyDrPg-00354-00104522-00104778 前のパートで作成した
jxbv1QyDrPg-00355-00104779-00105082 ADC3タスク内にタスク
jxbv1QyDrPg-00356-00105083-00105349 記述します
jxbv1QyDrPg-00357-00105350-00105508 .projectfileをダブルにすると
jxbv1QyDrPg-00358-00105508-00105607 クイックし
jxbv1QyDrPg-00359-00105608-00105931 SteamさんにCube IDEを起動し
jxbv1QyDrPg-00360-00105932-00106376 main.cファイルを編集します
jxbv1QyDrPg-00361-00106377-00106646 AD変換用の変数をmain.cd
jxbv1QyDrPg-00362-00106647-00106932 ファイル内のユーザー用プライベート変数
jxbv1QyDrPg-00363-00106933-00107210 エリアに追加します
jxbv1QyDrPg-00364-00107211-00107913 ここに赤字で示す2行の記述を追加します。
jxbv1QyDrPg-00365-00107914-00108201 ad変換用の関数をユーザーコード
jxbv1QyDrPg-00366-00108202-00108513 エリア5に追加します
jxbv1QyDrPg-00367-00108514-00108813 ソースコードは事前配布データにある
jxbv1QyDrPg-00368-00108814-00109056 タボ1フォルダ内にあるメインド
jxbv1QyDrPg-00369-00109057-00109259 .cファイルの該当箇所を
jxbv1QyDrPg-00370-00109260-00109713 コピー&ペーストして利用ください
jxbv1QyDrPg-00371-00109714-00109918 フリーアルトス用のライブラリ
jxbv1QyDrPg-00372-00109919-00110279 インクルードするための記述を追加します
jxbv1QyDrPg-00373-00110280-00110516 ここに赤字で示す3行を
jxbv1QyDrPg-00374-00110517-00110678 ユーザー用インクルードエリア に
jxbv1QyDrPg-00375-00110679-00111131 追加します
jxbv1QyDrPg-00376-00111132-00111521 free altos 用の変通を追加します
jxbv1QyDrPg-00377-00111522-00111839 ユーザー用プライベート関数エリアに赤い
jxbv1QyDrPg-00378-00111840-00112326 指示で示す1行を追加します
jxbv1QyDrPg-00379-00112327-00112614 sgfxtasksとad変換タスク
jxbv1QyDrPg-00380-00112615-00112923 メスク間のメッセージキューをクリエイトする
jxbv1QyDrPg-00381-00112924-00113208 フリーAltus用のタスクの記述を
jxbv1QyDrPg-00382-00113208-00113575 変換数に追加します
jxbv1QyDrPg-00383-00113576-00113896 ソースコードは事前配布データ にある
jxbv1QyDrPg-00384-00113897-00114139 ご視聴ありがとうございました
jxbv1QyDrPg-00385-00114140-00114421 ファイルの該当箇所をコピーアンドペースト
jxbv1QyDrPg-00386-00114422-00114760 ご利用ください
jxbv1QyDrPg-00387-00114761-00115040 AD変換用のアナログ入力値を
jxbv1QyDrPg-00388-00115041-00115316 メッセージQを通じて自由がいたすか
jxbv1QyDrPg-00389-00115317-00115601 に送信するためのフリーアルトス 用の
jxbv1QyDrPg-00390-00115602-00115976 のタスク技術をAD変換用の関数
jxbv1QyDrPg-00391-00115977-00116284 startadc3タスク関数に追加して
jxbv1QyDrPg-00392-00116285-00116775 ください
jxbv1QyDrPg-00393-00116776-00117078 ここからは、ADCのアナログ16値。
jxbv1QyDrPg-00394-00117079-00117434 GUI上に表示させるためGUIの
jxbv1QyDrPg-00395-00117435-00117716 MVPモデルモデルビュー
jxbv1QyDrPg-00396-00117717-00117975 プレゼンターのファイルを編集して
jxbv1QyDrPg-00397-00117976-00118089 いきます
jxbv1QyDrPg-00398-00118090-00118357 MVPモデルそれぞれの役割はいかがでしょうか。
jxbv1QyDrPg-00399-00118358-00118600 とおりです
jxbv1QyDrPg-00400-00118601-00118860 GUIのモデルファイルにあるTickConstraint
jxbv1QyDrPg-00401-00118861-00119218 ADC3のAD変化
jxbv1QyDrPg-00402-00119219-00119347 をモニターし
jxbv1QyDrPg-00403-00119348-00119563 メッセージキーを通じて受け取って
jxbv1QyDrPg-00404-00119564-00119974 アナログ入力値をGGIのプレゼンター
jxbv1QyDrPg-00405-00119975-00120253 ビューを通じてGUI画面に表示させます
jxbv1QyDrPg-00406-00120254-00120523 ます
jxbv1QyDrPg-00407-00120524-00120703 ではモデルファイルから編集していきます
jxbv1QyDrPg-00408-00120704-00120902 いきましょう
jxbv1QyDrPg-00409-00120903-00121115 まずはじめに、model.cpp
jxbv1QyDrPg-00410-00121116-00121383 ファイルを開きます
jxbv1QyDrPg-00411-00121384-00121659 次にmodel.cppにある
jxbv1QyDrPg-00412-00121660-00121897 モデル.hppを
jxbv1QyDrPg-00413-00121898-00122215 する記述の上で右クリックしプレイ
jxbv1QyDrPg-00414-00122216-00122524 ダウンメニューからオープンデクラレーション
jxbv1QyDrPg-00415-00122525-00122644 をクリックし
jxbv1QyDrPg-00416-00122645-00122833 model.hppファイルを開く
jxbv1QyDrPg-00417-00122833-00123141 ます
jxbv1QyDrPg-00418-00123142-00123335 model.hppファイルの
jxbv1QyDrPg-00419-00123336-00123659 パブリックエリアに2つの関数の宣言を記事に記載します。
jxbv1QyDrPg-00421-00123910-00124168 プロテクテッドエリアに3つの変数の
jxbv1QyDrPg-00422-00124169-00124601 宣言を記述します
jxbv1QyDrPg-00423-00124602-00124806 model.cppファイルに戻ります
jxbv1QyDrPg-00425-00124975-00125238 FreeRTOS用のライブラリと変数を
jxbv1QyDrPg-00426-00125239-00125599 定義する記述を追加してください
jxbv1QyDrPg-00427-00125600-00125784 なおシミュレーターの
jxbv1QyDrPg-00428-00125785-00126240 F文以下に追加することに注意してください。
jxbv1QyDrPg-00429-00126241-00126531 次に定義された変数値を0に消去します。
jxbv1QyDrPg-00430-00126532-00126860 記述を追加します
jxbv1QyDrPg-00431-00126861-00127215 なおソースコードは事前配布データにある
jxbv1QyDrPg-00432-00127216-00127395 nav1フォルダ内にある
jxbv1QyDrPg-00433-00127396-00127599 model.cppファイルを300個
jxbv1QyDrPg-00434-00127600-00128093 ご視聴ありがとうございました
jxbv1QyDrPg-00435-00128094-00128410 dick関数にadcさんの
jxbv1QyDrPg-00436-00128411-00128800 機能感をモニタする技術を追加します。
jxbv1QyDrPg-00437-00128801-00129183 ここでは以下の処理を実行しています
jxbv1QyDrPg-00438-00129183-00129399 メッセージ9から送られた
jxbv1QyDrPg-00439-00129400-00129959 入力値が変化する場合、変数に代入します。
jxbv1QyDrPg-00440-00129960-00130316 アナログ入力値を整数の部分と小数の部分、
jxbv1QyDrPg-00441-00130317-00130667 に分離します
jxbv1QyDrPg-00442-00130668-00131093 変数値の整数の部分と小数の部分を
jxbv1QyDrPg-00443-00131094-00131378 リスナーを通じてGUAにプレゼンター
jxbv1QyDrPg-00444-00131379-00131714 引き渡します
jxbv1QyDrPg-00445-00131715-00131951 なおこの記述はシミュレーターの
jxbv1QyDrPg-00446-00131952-00132195 FNOTDEF文以下に記事化することに注意。
jxbv1QyDrPg-00447-00132196-00132657 してください
jxbv1QyDrPg-00448-00132658-00132929 次にモデルリスナー.hppファイル
jxbv1QyDrPg-00449-00132930-00133149 編集します
jxbv1QyDrPg-00450-00133150-00133347 model.cppファイルにある
jxbv1QyDrPg-00451-00133348-00133629 モデルリスナーHPPをインクルードする
jxbv1QyDrPg-00452-00133630-00133857 記述の上で右クリックし
jxbv1QyDrPg-00453-00133858-00134064 ブルーダーのメニューから
jxbv1QyDrPg-00454-00134065-00134298 デクラレーションをクリックし
jxbv1QyDrPg-00455-00134299-00134837 のHPPファイルを開きます
jxbv1QyDrPg-00456-00134838-00135047 パブリックエリアにシステム設定を
jxbv1QyDrPg-00457-00135048-00135317 adc value関数の
jxbv1QyDrPg-00458-00135318-00135489 を定義します
jxbv1QyDrPg-00459-00135490-00136098 以下の記述を追加してください。
jxbv1QyDrPg-00460-00136099-00136448 次にプレゼンターの編集に移ります
jxbv1QyDrPg-00461-00136449-00136670 プレゼンターはGUIのモデルか。
jxbv1QyDrPg-00462-00136671-00136919 アナログ入力地をビューに
jxbv1QyDrPg-00463-00136920-00137006 私
jxbv1QyDrPg-00464-00137007-00137327 GUIに表示させます
jxbv1QyDrPg-00465-00137328-00137714 ではプレゼンターを編集していきましょう
jxbv1QyDrPg-00466-00137715-00137970 まずスクリーン1プレゼンター.cpu
jxbv1QyDrPg-00467-00137971-00138359 PTPファイルを開きます
jxbv1QyDrPg-00468-00138360-00138575 このファイルの上部にあるスクリーン
jxbv1QyDrPg-00469-00138576-00138818 presenter.hppをインクルー
jxbv1QyDrPg-00470-00138819-00139052 スクルーズする キーをつなげて右クリックし
jxbv1QyDrPg-00471-00139053-00139274 プルダウンメニューからオープンできます。
jxbv1QyDrPg-00472-00139275-00139481 クリックしスクリーンに
jxbv1QyDrPg-00473-00139482-00139721 presenter.hppファイルを開き
jxbv1QyDrPg-00474-00139722-00140054 ます
jxbv1QyDrPg-00475-00140055-00140235 パブリックエリアにシステム設定を
jxbv1QyDrPg-00476-00140236-00140469 ADCバリュー関数のプロトタイプ
jxbv1QyDrPg-00477-00140470-00140690 定義します
jxbv1QyDrPg-00478-00140691-00141285 以下の規律を追加してください。
jxbv1QyDrPg-00479-00141286-00141491 スクリーンプレゼンター.cp
jxbv1QyDrPg-00480-00141492-00141767 ファイルに戻ります
jxbv1QyDrPg-00481-00141768-00141992 システムセットADCバリュー関数
jxbv1QyDrPg-00482-00141993-00142358 内容を記述します
jxbv1QyDrPg-00483-00142359-00142694 なおソースコードは事前配布資料の
jxbv1QyDrPg-00484-00142695-00142864 フォルダーにあるスクリーン1
jxbv1QyDrPg-00485-00142865-00143093 presenter.cppファイルを参照
jxbv1QyDrPg-00486-00143094-00143403 ご検証してください
jxbv1QyDrPg-00487-00143404-00143624 ビューの編集に移ります
jxbv1QyDrPg-00488-00143625-00143813 ビューはプレゼンターから受け取って
jxbv1QyDrPg-00489-00143814-00144340 アナログ入力値をGUA画面に表示します
jxbv1QyDrPg-00490-00144341-00144502 では、Viewファイルを編集していきます。
jxbv1QyDrPg-00491-00144503-00144801 いきましょう
jxbv1QyDrPg-00492-00144802-00145002 スクリーン1、view.cpp
jxbv1QyDrPg-00493-00145003-00145295 ファイルを開きます
jxbv1QyDrPg-00494-00145296-00145552 インクルード記述の上で右クリックし
jxbv1QyDrPg-00495-00145553-00145753 これでオンメニューからオープンできる
jxbv1QyDrPg-00496-00145754-00145949 クリックしスクリーン
jxbv1QyDrPg-00497-00145950-00146138 hpvue.hppファイルを開く
jxbv1QyDrPg-00499-00146426-00146653 Public AreaにPrint ADCを
jxbv1QyDrPg-00500-00146654-00147046 バリュー関数のプロトタイプを定義します
jxbv1QyDrPg-00501-00147047-00147664 以下の記述を追加してください。
jxbv1QyDrPg-00502-00147665-00147838 screen1.cpu.cpu
jxbv1QyDrPg-00503-00147839-00148123 Pファイルに戻りプリントADC割り 取り付けを行います
jxbv1QyDrPg-00504-00148124-00148452 関数の内容を記述します。
jxbv1QyDrPg-00505-00148453-00148707 ソースコードは事前配布資料のラボビジョン
jxbv1QyDrPg-00506-00148708-00148905 ホルダーにあるスクリーン1
jxbv1QyDrPg-00507-00148906-00149413 .cppファイルを参照してください
jxbv1QyDrPg-00508-00149414-00149656 全ての編集が終わりましたら、コンパイアを作成します。
jxbv1QyDrPg-00509-00149657-00149911 を実行し、いらがないことを確認します。
jxbv1QyDrPg-00510-00149912-00150440 ください
jxbv1QyDrPg-00511-00150441-00150633 コードの編集が終わりましたら、
jxbv1QyDrPg-00512-00150634-00150959 STM32キューブプログラマーを使用して
jxbv1QyDrPg-00513-00150960-00151112 ボードにアプリケーションを
jxbv1QyDrPg-00514-00151113-00151393 ダウンロードしてみましょう
jxbv1QyDrPg-00515-00151394-00151638 まず、ボードとPCをUSBキーで取り付けます。
jxbv1QyDrPg-00516-00151639-00151800 ケーブルで接続し
jxbv1QyDrPg-00517-00151801-00151999 steam32 cube program
jxbv1QyDrPg-00518-00152000-00152334 を起動します
jxbv1QyDrPg-00519-00152335-00152615 画面左側ツールメニューよりエキスターナル
jxbv1QyDrPg-00520-00152616-00153007 ローダーを選択します
jxbv1QyDrPg-00521-00153008-00153304 エキスターナルローダーの一覧表の中から
jxbv1QyDrPg-00522-00153305-00153526 をするボード用のエキスターナル ローダー
jxbv1QyDrPg-00523-00153527-00153878 を選択します
jxbv1QyDrPg-00524-00153879-00154085 次に画面右上のコネクト
jxbv1QyDrPg-00525-00154086-00154496 ボタンをクリックしボードに実際 にアクセスします
jxbv1QyDrPg-00526-00154497-00154816 ボードに接続されると、このボタンの表記が
jxbv1QyDrPg-00527-00154817-00154952 ディスコネクテッドに変わって
jxbv1QyDrPg-00528-00154953-00155349 ますのでそれを確認してください
jxbv1QyDrPg-00529-00155350-00155655 画面左側のツールメニューより
jxbv1QyDrPg-00530-00155656-00155805 プログラミングを選択
jxbv1QyDrPg-00531-00155806-00156069 します
jxbv1QyDrPg-00532-00156070-00156270 ブラウズボタンをクリックし
jxbv1QyDrPg-00533-00156271-00156489 ポップアップメニューからダウンロードする。
jxbv1QyDrPg-00534-00156490-00156863 プログラムファイルを選択します
jxbv1QyDrPg-00535-00156864-00157061 メディファイプログラミングにチェック
jxbv1QyDrPg-00536-00157062-00157486 が入っていることを確認してください
jxbv1QyDrPg-00537-00157487-00157696 スタートプログラミングボタンをクリック
jxbv1QyDrPg-00539-00157766-00157951 アプリケーションのダウンロードを開始
jxbv1QyDrPg-00540-00157952-00158129 します
jxbv1QyDrPg-00541-00158130-00158331 ログでエラーがないことを確認してください
jxbv1QyDrPg-00542-00158332-00158637 ください
jxbv1QyDrPg-00543-00158638-00158928 ダウンロード終了後、画面右上のリスクを確認します。
jxbv1QyDrPg-00544-00158929-00159219 Connectedを選択しツールの接続を
jxbv1QyDrPg-00545-00159220-00159459 以上です。
jxbv1QyDrPg-00546-00159460-00159735 ケーブルを物理的に切り離す前に、
jxbv1QyDrPg-00547-00159736-00160431 ディスコネクトを行うようにしてください
jxbv1QyDrPg-00548-00160432-00160707 実際にボードを使用し、動作を確認してみる
jxbv1QyDrPg-00549-00160708-00160878 ましょう
jxbv1QyDrPg-00550-00160879-00161181 ボリュームの出力をボードのRDの
jxbv1QyDrPg-00551-00161182-00161484 A0端子に入力します。
jxbv1QyDrPg-00552-00161485-00161874 この端子は本日周期STM32キューブ
jxbv1QyDrPg-00553-00161875-00162045 MXを使用し
jxbv1QyDrPg-00554-00162046-00162321 ADCさんの入力点として設定して
jxbv1QyDrPg-00555-00162322-00163110 以上で終わります
jxbv1QyDrPg-00556-00163111-00163368 ボリュームを操作するとボリュームの
jxbv1QyDrPg-00557-00163369-00163644 電圧のアナログ値が自由在画面 上に
jxbv1QyDrPg-00558-00163645-00164170 表示されることが確認できました
jxbv1QyDrPg-00559-00164171-00164503 以上で本実習を終了します。
jxbv1QyDrPg-00560-00164504-00164716 ラボ2のビデオも合わせてご覧ください
jxbv1QyDrPg-00561-00164717-00164853 ください
jxbv1QyDrPg-00562-00164854-00165237 ご静聴ありがとうございました。
k5McN8S-H4g-00004-00005537-00007725 おやすみなさい
k75TPzwxG2U-00000-00000136-00000696 Zoomに参加している方にご案内です
k75TPzwxG2U-00001-00000697-00001178 セッションの終わりに時間がありましたら質疑応答の時間を設けるんです
k75TPzwxG2U-00003-00001263-00001568 その際にZoomの挙手という機能を使って
k75TPzwxG2U-00004-00001569-00002121 挙手していただいて質疑応答するという形を取ろうと考えております
k75TPzwxG2U-00005-00002122-00002695 そこでちょっとZoomの挙手の機能に慣れていただくために
k75TPzwxG2U-00006-00002696-00003006 少しお時間をいただきたいと思います
k75TPzwxG2U-00007-00003007-00003361 Zoomのメインの画面の下の方に
k75TPzwxG2U-00008-00003361-00003897 いくつかアイコン並んでると思うんですけれども参加者アイコンをクリックしました
k75TPzwxG2U-00009-00003898-00004192 参加者一覧の
k75TPzwxG2U-00010-00004193-00004795 画面が出ると思いますその参加者一覧の画面の下のほうに挙手というアイコンがある
k75TPzwxG2U-00011-00004796-00005086 かと思うのでそちらを試しにちょっと 押して
k75TPzwxG2U-00012-00005087-00005518 挙手できてるかっていうのを確認したいので押していただけありがとうございます
k75TPzwxG2U-00013-00005519-00005890 いただけますか
k75TPzwxG2U-00014-00005891-00006125 ありがとうございます
k75TPzwxG2U-00015-00006126-00006371 ありがとうございます
k75TPzwxG2U-00016-00006372-00006856 拍手も全然していただいてセッション中も全然大丈夫なのでぜひ盛り上げて
k75TPzwxG2U-00017-00006858-00007386 盛り上げていただければと思いますありがとうございます
k75TPzwxG2U-00018-00007387-00007534 はい
k75TPzwxG2U-00019-00007536-00008003 なのでセッションの終わりの質疑応答の時間はこの挙手の機能を使ってもしご質問
k75TPzwxG2U-00020-00008004-00008600 ある方は挙手をしていただければと思います一応質疑応答の前にもまた改めて
k75TPzwxG2U-00021-00008601-00009447 ご説明はしますけれども一応頭の隅に置いておいていただければと思います
k75TPzwxG2U-00022-00009448-00010005 youtube へご覧の皆さんにお願いなんですけれどもこの部屋のハッシュタグ
k75TPzwxG2U-00025-00010427-00010849 っていうのがこの部屋のハッシュタグになるのでぜひ
k75TPzwxG2U-00026-00010850-00011316 セッション中の感想だったりとか気づきだったりとかコメントなど
k75TPzwxG2U-00028-00014511-00015008 それではこれから西尾祐介さんの発表を始めたいと思います
k75TPzwxG2U-00029-00015009-00015335 タイトルは、パイソンで始める不可視圏です。
k75TPzwxG2U-00030-00015336-00015766 発表時間は質疑応答を含みまして 30分になります
k75TPzwxG2U-00031-00015768-00015934 発表前に
k75TPzwxG2U-00032-00015935-00016465 最終マイクテストとしてスピーカー 西尾さんに読み上げ事項を読み上げ
k75TPzwxG2U-00033-00016466-00016837 いただきたいのでお願いできますかはい
k75TPzwxG2U-00034-00016838-00017172 読み上げさせていただきます
k75TPzwxG2U-00035-00017173-00017658 読み上げるときの画面はこのままで大丈夫ですか?はい、このままで大丈夫です。
k75TPzwxG2U-00036-00017659-00018022 はいでは読み上げさせていただきます
k75TPzwxG2U-00037-00018023-00018577 私の名前は西尾祐介です発表のタイトルはiSONで始める付加試験です
k75TPzwxG2U-00038-00018578-00019014 発表説明は日本語です発表資料は日本語です
k75TPzwxG2U-00039-00019015-00019483 発表資料は公開します発表中の写真撮影に同意します
k75TPzwxG2U-00040-00019484-00019961 PyConJPの行動規範に同意します
k75TPzwxG2U-00042-00020139-00020443 マイクもバッチリ聞こえますのでこのまま
k75TPzwxG2U-00043-00020444-00020758 発表にしていただいて大丈夫だと思いますので
k75TPzwxG2U-00044-00020759-00021286 西尾さん 画面共有を始めにしていただいてご自身のタイミングで発表を始めて
k75TPzwxG2U-00045-00021287-00021560 いただければと思います
k75TPzwxG2U-00046-00021561-00021665 はい
